m0_mark_price,m0_oracle_price,m0_bid_price,m0_ask_price,m0_wouldbe_peg,m0_wouldbe_peg_cost,m0_predicted_long_funding,m0_predicted_short_funding,m0_last_mid_price_twap,m0_repeg_to_oracle_cost,m0_market_index,m0_initialized,m0_base_asset_amount_long,m0_base_asset_amount_short,m0_number_of_users,m0_margin_ratio_initial,m0_margin_ratio_partial,m0_margin_ratio_maintenance,m0_next_fill_record_id,m0_next_funding_rate_record_id,m0_next_curve_record_id,m0_unsettled_profit,m0_unsettled_loss,m0_padding0,m0_padding1,m0_padding2,m0_padding3,m0_padding4,m0_base_asset_amount,m0_oracle_source,m0_last_oracle_price,m0_last_oracle_conf_pct,m0_last_oracle_delay,m0_last_oracle_normalised_price,m0_last_oracle_price_twap,m0_last_oracle_price_twap_ts,m0_last_oracle_mark_spread_pct,m0_base_asset_reserve,m0_quote_asset_reserve,m0_sqrt_k,m0_peg_multiplier,m0_terminal_quote_asset_reserve,m0_base_asset_amount_with_amm,m0_base_asset_amount_with_unsettled_lp,m0_quote_asset_amount_long,m0_quote_asset_amount_short,m0_cumulative_funding_payment_per_lp,m0_cumulative_fee_per_lp,m0_cumulative_base_asset_amount_with_amm_per_lp,m0_lp_cooldown_time,m0_user_lp_shares,m0_last_funding_rate,m0_last_funding_rate_ts,m0_funding_period,m0_cumulative_funding_rate_long,m0_cumulative_funding_rate_short,m0_cumulative_repeg_rebate_long,m0_cumulative_repeg_rebate_short,m0_mark_std,m0_last_mark_price_twap,m0_last_mark_price_twap_ts,m0_minimum_quote_asset_trade_size,m0_base_asset_amount_step_size,m0_base_spread,m0_long_spread,m0_short_spread,m0_max_spread,m0_ask_base_asset_reserve,m0_ask_quote_asset_reserve,m0_bid_base_asset_reserve,m0_bid_quote_asset_reserve,m0_last_bid_price_twap,m0_last_ask_price_twap,m0_long_intensity_count,m0_long_intensity_volume,m0_short_intensity_count,m0_short_intensity_volume,m0_curve_update_intensity,m0_total_fee,m0_total_mm_fee,m0_total_exchange_fee,m0_total_fee_minus_distributions,m0_total_fee_withdrawn,m0_net_revenue_since_last_funding,m0_fee_pool,m0_last_update_slot,m0_strategies,m0_last_spread,m0_bid_price_before,m0_ask_price_before,m0_total_lp_shares,m0_amm_lp_shares,LP0_collateral,LP0_free_collateral,LP0_margin_ratio,LP0_total_position_value,LP0_total_fee_paid,LP0_total_fee_rebate,LP0_open_orders,LP0_cumulative_deposits,LP0_total_collateral,timestamp,LP1_collateral,LP1_free_collateral,LP1_margin_ratio,LP1_total_position_value,LP1_total_fee_paid,LP1_total_fee_rebate,LP1_open_orders,LP1_cumulative_deposits,LP1_total_collateral,openclose2_collateral,openclose2_free_collateral,openclose2_margin_ratio,openclose2_total_position_value,openclose2_total_fee_paid,openclose2_total_fee_rebate,openclose2_open_orders,openclose2_cumulative_deposits,openclose2_total_collateral,openclose3_collateral,openclose3_free_collateral,openclose3_margin_ratio,openclose3_total_position_value,openclose3_total_fee_paid,openclose3_total_fee_rebate,openclose3_open_orders,openclose3_cumulative_deposits,openclose3_total_collateral,openclose2_m0_user_index,openclose2_m0_base_asset_amount,openclose2_m0_quote_asset_amount,openclose2_m0_last_cumulative_funding_rate,openclose2_m0_last_funding_rate_ts,openclose2_m0_lp_shares,openclose2_m0_lp_base_asset_amount,openclose2_m0_lp_quote_asset_amount,openclose2_m0_last_cumulative_funding_rate_lp,openclose2_m0_last_cumulative_fee_per_lp,openclose2_m0_last_cumulative_base_asset_amount_with_amm_per_lp,openclose2_m0_lp_funding_payments,openclose2_m0_lp_fee_payments,openclose2_m0_market_fee_payments,openclose2_m0_market_funding_payments,openclose2_m0_total_baa,openclose2_m0_upnl,openclose2_m0_upnl_noslip,openclose2_m0_ufunding,LP1_m0_user_index,LP1_m0_base_asset_amount,LP1_m0_quote_asset_amount,LP1_m0_last_cumulative_funding_rate,LP1_m0_last_funding_rate_ts,LP1_m0_lp_shares,LP1_m0_lp_base_asset_amount,LP1_m0_lp_quote_asset_amount,LP1_m0_last_cumulative_funding_rate_lp,LP1_m0_last_cumulative_fee_per_lp,LP1_m0_last_cumulative_base_asset_amount_with_amm_per_lp,LP1_m0_lp_funding_payments,LP1_m0_lp_fee_payments,LP1_m0_market_fee_payments,LP1_m0_market_funding_payments,LP1_m0_total_baa,LP1_m0_upnl,LP1_m0_upnl_noslip,LP1_m0_ufunding
2.431709,2.4317090088429527,2.431709,2.431709,2431.709,0.0,-1.5152156638680178e-12,-1.5152156638680178e-12,2.431709,0.0,0,True,0.0,0.0,0,1000,500,625,0,0,0,0,0,0,0,0,0,0,0,0,2.4317090088429527,0,0,2.4317090088429527,2.4317090088429527,0.0,0,1000000000000000,1000000000000000,1000000000000000,2431709,1000000000000000,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,60,0,0,0,0,0.0,2.431709,0.0,0,0,0,0,0,0,1000000000000000,1000000000000000,1000000000000000,1000000000000000,2.431709,2.431709,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,,0,2.431709,2.431709,1000000000000000,1000000000000000,1998590197697,1998590197697,,0,0,0,0,1998590197697,1998590197697,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.431709,2.4317090088429527,2.431709,2.431709,2431.709,0.0,-1.5152156638680178e-12,-1.5152156638680178e-12,2.431709,0.0,0,True,0.0,0.0,0,1000,500,625,0,0,0,0,0,0,0,0,0,0,0,0,2.4317090088429527,0,0,2.4317090088429527,2.4317090088429527,0.0,0,1000000000000000,1000000000000000,1000000000000000,2431709,1000000000000000,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,60,0,0,0,0,0.0,2.431709,0.0,0,0,0,0,0,0,1000000000000000,1000000000000000,1000000000000000,1000000000000000,2.431709,2.431709,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,,0,2.431709,2.431709,1000000000000000,1000000000000000,1998590197697,1998590197697,,0,0,0,0,1998590197697,1998590197697,1.0,4255468411490.0,4255468411490.0,,0.0,0.0,0.0,0.0,4255468411490.0,4255468411490.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.431709,2.3564374179318905,2.431709,2.431709,2431.709,0.0,-1.5152156638680178e-12,-1.5152156638680178e-12,2.431709,0.0,0,True,0.0,0.0,0,1000,500,625,0,0,0,0,0,0,0,0,0,0,0,0,2.4317090088429527,0,0,2.4317090088429527,2.4317090088429527,0.0,0,1000000000000000,1000000000000000,1000000000000000,2431709,1000000000000000,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,60,0,0,0,0,0.0,2.431709,0.0,0,0,0,0,0,0,1000000000000000,1000000000000000,1000000000000000,1000000000000000,2.431709,2.431709,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,,0,2.431709,2.431709,1000000000000000,1000000000000000,1998590197697,1998590197697,,0,0,0,0,1998590197697,1998590197697,5.0,4255468411490.0,4255468411490.0,,0.0,0.0,0.0,0.0,4255468411490.0,4255468411490.0,79010000000.0,79010000000.0,,0.0,0.0,0.0,0.0,79010000000.0,79010000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.431709,2.3564374179318905,2.431709,2.431709,2431.709,0.0,-1.5152156638680178e-12,-1.5152156638680178e-12,2.431709,0.0,0,True,0.0,0.0,0,1000,500,625,0,0,0,0,0,0,0,0,0,0,0,0,2.4317090088429527,0,0,2.4317090088429527,2.4317090088429527,0.0,0,1000000000000000,1000000000000000,1000000000000000,2431709,1000000000000000,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,60,0,0,0,0,0.0,2.431709,0.0,0,0,0,0,0,0,1000000000000000,1000000000000000,1000000000000000,1000000000000000,2.431709,2.431709,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,,0,2.431709,2.431709,1000000000000000,1000000000000000,1998590197697,1998590197697,,0,0,0,0,1998590197697,1998590197697,10.0,4255468411490.0,4255468411490.0,,0.0,0.0,0.0,0.0,4255468411490.0,4255468411490.0,79010000000.0,79010000000.0,,0.0,0.0,0.0,0.0,79010000000.0,79010000000.0,1802000000.0,1802000000.0,,0.0,0.0,0.0,0.0,1802000000.0,1802000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.431709,6.067097871345588,2.431709,2.431709,2431.709,0.0,-1.5152156638680178e-12,-1.5152156638680178e-12,2.431709,-103222429.08365119,0,True,0.0,0.0,0,1000,500,625,0,0,0,0,0,0,0,0,0,0,0,0,2.4317090088429527,0,0,2.4317090088429527,2.4317090088429527,0.0,0,1000042554684114,1000042554684114,1000042554684114,2431709,1000000000000000,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,60,0,0,0,0,0.0,2.431709,0.0,0,0,0,0,0,0,1000000000000000,1000000000000000,1000000000000000,1000000000000000,2.431709,2.431709,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,,0,2.431709,2.431709,1000042554684114,1000000000000000,1998590197697,1998590197697,,0,0,0,0,1998590197697,1998590197697,152.0,4255468411490.0,4255468411490.0,,0.0,0.0,0.0,0.0,4255468411490.0,4255468411490.0,79010000000.0,79010000000.0,,0.0,0.0,0.0,0.0,79010000000.0,79010000000.0,1802000000.0,1802000000.0,,0.0,0.0,0.0,0.0,1802000000.0,1802000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.431709,2.0546827619542736,2.431709,2.431709,2431.709,0.0,-1.5152156638680178e-12,-1.5152156638680178e-12,2.431709,-103393201.03100067,0,True,0.0,0.0,0,1000,500,625,0,0,0,0,0,0,0,0,0,0,0,0,2.4317090088429527,0,0,2.4317090088429527,2.4317090088429527,0.0,0,1000042554684114,1000042554684114,1000042554684114,2431709,1000000000000000,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,60,0,0,0,0,0.0,2.431709,0.0,0,0,0,0,0,0,1000000000000000,1000000000000000,1000000000000000,1000000000000000,2.431709,2.431709,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,,0,2.431709,2.431709,1000042554684114,1000000000000000,1998590197697,1998590197697,,0,0,0,0,1998590197697,1998590197697,335.0,4255468411490.0,4255468411490.0,,0.0,0.0,0.0,0.0,4255468411490.0,4255468411490.0,79010000000.0,79010000000.0,,0.0,0.0,0.0,0.0,79010000000.0,79010000000.0,1802000000.0,1802000000.0,,0.0,0.0,0.0,0.0,1802000000.0,1802000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.4332893894518564,12.647564437196717,2.4332893894518564,2.4332893894518564,2431.709,0.0,-2.7261029219575004e-05,-2.7261029219575004e-05,2.431709,-888933212.6506006,0,True,324809991058.25,0.0,1,1000,500,625,0,0,0,0,0,0,0,0,0,0,0,0,12.647564437196717,0,0,2.4317090088429527,2.6019732659821817,562.0,0,999717744693056,1000367470206489,1000042554684114,2431709,1000000000000000,324809991058.25,0,790100000,0.0,25.334101217868863,7.900663789748136,0.0003247961694598572,0,0,-78,562.0,60,-78,-78,0,0,0.0,2.431735339824198,562.0,0,0,0,0,0,0,1000000000000000,1000000000000000,1000000000000000,1000000000000000,2.431709,2.431709,0,0,0,0,0,7.901,0,0,7.900663789748136,0,0,0,0,,0,2.4332893894518564,2.4332893894518564,1000042554684114,1000000000000000,1998590197697,1998590197697,,0,0,0,0,1998590197697,1998590197697,562.0,4255468411490.0,4255468411490.0,,0.0,0.0,0.0,0.0,4255468411490.0,4255468411490.0,79002099000.0,78923088999.99992,99.99000000001243,790099999.9999008,0.0,0.0,0.0,79010000000.0,79002098999.99991,1802000000.0,1802000000.0,,0.0,0.0,0.0,0.0,1802000000.0,1802000000.0,2.0,324809991058.25,790100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7901000.0,0.0,0.0,-9.918212890625e-05,-790099209.6432952,25.3351793025435,,,,,,,,,,,,,,,,,,,
2.4332893894518564,12.647564437196717,2.4332893894518564,2.4332893894518564,2431.709,0.0,-2.7261029219575004e-05,-2.7261029219575004e-05,2.431709,-785957347.2216085,0,True,324809991058.25,-13821598.392801438,2,1000,500,625,0,0,0,0,0,0,0,0,0,0,0,0,12.647564437196717,0,0,2.4317090088429527,2.6019732659821817,562.0,0,999675203830540,1000324901696286,1000000000000000,2431709,1000000000000000,324796169459.8572,0,790100000,33621.025056101,25.334101217868863,7.900663789748136,0.0003247961694598572,0,0,-78,562.0,60,-78,-78,0,0,0.0,2.431735339824198,562.0,0,0,0,0,0,0,1000000000000000,1000000000000000,1000000000000000,1000000000000000,2.431709,2.431709,0,0,0,0,0,7.901,0,0,7.900663789748136,0,0,0,0,,0,2.4332893894518564,2.4332893894518564,1000000000000000,1000000000000000,1998590197697,1998590197697,,0,0,0,0,1998590197697,1998590197697,10000000000789.0,4255468411489.926,4255468408114.7065,126526769.4950807,33632.94920481987,0.0,0.0,0.0,4255468411490.0,4255468411478.0015,79002099000.0,78923088990.17119,99.99000136825761,790099989.0790957,0.0,0.0,0.0,79010000000.0,79002098989.0791,1802000000.0,1802000000.0,,0.0,0.0,0.0,0.0,1802000000.0,1802000000.0,2.0,324809991058.25,790100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7901000.0,0.0,0.0,-10.920904278755188,-790099209.6432952,25.3351793025435,1.0,-13821598.392801438,33621.025056101,-78.0,0.0,0.0,0.0,0.0,25.334101217868863,7.900663789748136,0.0003247961694598572,-0.10780846746385123,0.033621025186365006,0.0,0.0,0.0,-11.924148718870129,33621.05868804972,-0.0
2.4332894567376084,12.647564437196717,2.4332894567376084,2.4332894567376084,2431.709,0.0,-0.00033650336056610517,-0.00033650336056610517,2.4332893894518564,-785990804.2554506,0,True,324809991058.25,0.0,1,1000,500,625,0,0,0,0,0,0,0,0,0,0,0,0,12.647564437196717,0,0,2.4317090088429527,12.647564437196214,20000000001017.0,0,999675190008942,1000324915526868,1000000000000000,2431709,1000000000000000,324809991058.25,0,790100000,0.0,149.73632779317862,7.901000119240184,0.00032480999105825,0,0,-383,20000000001017.0,60,-461,-461,0,0,0.0,2.4332893905732855,20000000001017.0,0,0,0,0,0,0,1000000000000000,1000000000000000,1000000000000000,1000000000000000,2.4332893894518564,2.4332893894518564,0,0,0,0,0,7.9013363294920484,0,0,7.901000119240185,0,0,0,0,,0,2.4332894567376084,2.4332894567376084,1000000000000000,1000000000000000,1998590197697,1998590197697,,0,0,0,0,1998590197697,1998590197697,20000000001017.0,4255468411141.672,4255468411141.672,,0.0,0.0,0.0,0.0,4255468411490.0,4255468411141.672,79002099000.0,78923089009.83138,99.98999863138647,790100010.9237455,0.0,0.0,0.0,79010000000.0,79002099010.92375,1802000000.0,1802000000.0,,0.0,0.0,0.0,0.0,1802000000.0,1802000000.0,2.0,324809991058.25,790100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7901000.0,0.0,0.0,10.923745512962341,-790099209.6432734,149.73740587785326,,,,,,,,,,,,,,,,,,,
2.431709,12.647564437196717,2.431709,2.431709,2431.709,0.0,-0.00033650422617352213,-0.00033650422617352213,2.433289456737609,-0.0,0,True,0.0,0.0,0,1000,500,625,0,0,0,0,0,0,0,0,0,0,0,0,12.647564437196717,0,0,2.4317090088429527,12.647564437196717,30000000001246.0,0,1000000000000000,1000000000000000,1000000000000000,2431709,1000000000000000,0.0,0,0,0.0,149.73632779317862,15.802000228477638,0.0,0,0,-383,30000000001246.0,60,-844,-844,0,0,0.0,2.433263115791982,30000000001246.0,0,0,0,0,0,0,1000000000000000,1000000000000000,1000000000000000,1000000000000000,2.433289456737609,2.433289456737609,0,0,0,0,0,15.802336438729503,0,0,15.80200022847764,0,0,0,0,,0,2.431709,2.431709,1000000000000000,1000000000000000,1998590197697,1998590197697,,0,0,0,0,1998590197697,1998590197697,30000000001246.0,4255468411141.672,4255468411141.672,,0.0,0.0,0.0,0.0,4255468411490.0,4255468411141.672,79143935416.69237,79143935416.69237,,0.0,0.0,0.0,0.0,79010000000.0,79143935416.69237,1802000000.0,1802000000.0,,0.0,0.0,0.0,0.0,1802000000.0,1802000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
