m0_mark_price,m0_oracle_price,m0_bid_price,m0_ask_price,m0_wouldbe_peg,m0_wouldbe_peg_cost,m0_predicted_long_funding,m0_predicted_short_funding,m0_last_mid_price_twap,m0_repeg_to_oracle_cost,m0_market_index,m0_base_asset_amount_long,m0_base_asset_amount_short,m0_base_asset_amount,m0_total_base_asset_amount,m0_open_interest,m0_total_exchange_fees,m0_total_mm_fees,m0_margin_ratio_initial,m0_margin_ratio_maintenance,m0_margin_ratio_partial,m0_base_asset_reserve,m0_quote_asset_reserve,m0_funding_period,m0_sqrt_k,m0_peg_multiplier,m0_last_funding_rate,m0_last_funding_rate_ts,m0_cumulative_funding_rate_long,m0_cumulative_funding_rate_short,m0_last_oracle_price,m0_last_oracle_conf,m0_last_oracle_normalised_price,m0_last_oracle_price_twap,m0_last_oracle_price_twap_ts,m0_last_mark_price_twap,m0_last_bid_price_twap,m0_last_ask_price_twap,m0_last_mark_price_twap_ts,m0_net_base_asset_amount,m0_base_spread,m0_mark_std,m0_buy_intensity,m0_sell_intensity,m0_last_spread,m0_bid_price_before,m0_ask_price_before,m0_total_fee,m0_total_fee_minus_distributions,m0_strategies,m0_minimum_quote_asset_trade_size,timestamp,u0_collateral,u0_free_collateral,u0_margin_ratio,u0_total_position_value,u0_total_fee_paid,u0_total_fee_rebate,u0_open_orders,u0_cumulative_deposits,u0_total_collateral,u0_m0_base_asset_amount,u0_m0_quote_asset_amount,u0_m0_last_cumulative_funding_rate,u0_m0_last_funding_rate_ts,u0_m0_upnl,u0_m0_ufunding
169.981,169.981609,169.89602012381252,170.06600112381253,169.981,0.0,-1.492808554358556e-09,-1.492808554358556e-09,169.981,0.0,0,0.0,0,0.0,0,0,0.0,0.0,1000,625,500,3676216205255179776,3676216205255179776,3600,3676216205255179776,169981,0,0,0,0,169.981609,0,169.981609,169.981609,0,169.981,169.981,169.981,0,0.0,1000.0,0.0,0,0,1000.0,169.89602012381252,170.06600112381253,0.0,0.0,PrePeg,10000000,0,,,,,,,,,,,,,,,
169.981,169.981609,169.89602012381252,170.06600112381253,169.981,0.0,-1.492808554358556e-09,-1.492808554358556e-09,169.981,0.0,0,0.0,0,0.0,0,0,0.0,0.0,1000,625,500,3676216205255179776,3676216205255179776,3600,3676216205255179776,169981,0,0,0,0,169.981609,0,169.981609,169.981609,0,169.981,169.981,169.981,0,0.0,1000.0,0.0,0,0,1000.0,169.89602012381252,170.06600112381253,0.0,0.0,PrePeg,10000000,1,10000000000000.0,10000000000000.0,,0.0,0.0,0.0,0.0,10000000000000.0,10000000000000.0,,,,,,
169.98100544037646,169.981609,169.89602556146912,170.0660065669095,169.981,-0.0,-1.4928085543585558e-09,-1.4928085543585558e-09,169.9810000059021,-0.0,0,58800699392.0,0,58800699392.0,0,1,0.001,0.0004998142587903421,1000,625,500,3676216146425076224,3676216264085284352,3600,3676216205255179776,169981,0,0,0,0,169.981609,0,169.981609,169.98160900000002,2,169.98100000000002,169.98095278895767,169.98104722284657,2,58800699392.0,1000.0,5.4403764693233825e-06,0,0,1000.0,169.89602012381252,170.06600112381253,0.0014998142587903422,0.0014998142587903422,PrePeg,10000000,2,9999999999000.0,9999999898550.166,10005000.640479503,999500.1857412097,1000.0,499.81425879034214,0.0,10000000000000.0,9999999998500.186,58800699392.0,1000000.0,0.0,0.0,-499.81425879034214,0.0
169.98101088075308,169.981609,169.89603099912583,170.0660120100066,169.981,-0.0,-1.4928048500099867e-09,-1.4928048500099867e-09,169.98100000885154,-0.0,0,117601397248.0,0,117601397248.0,0,1,0.002,0.0009996285175806843,1000,625,500,3676216087594974208,3676216322915388928,3600,3676216205255179776,169981,0,0,0,0,169.981609,0,169.981609,169.98160900000002,3,169.98100000151123,169.9809291965507,169.9810708211524,3,117601397248.0,1000.0,1.0880753080755312e-05,0,0,1000.0,169.89602556146912,170.0660065669095,0.0029996285175806843,0.0029996285175806843,PrePeg,10000000,3,9999999998000.0,9999999797100.334,5002500.31948947,1999000.3714824193,2000.0,999.6285175806843,0.0,10000000000000.0,9999999997000.371,117601397248.0,2000000.0,0.0,0.0,-999.6285175806843,0.0
169.98101632112966,169.981609,169.89603643678265,170.06601745310377,169.981,-0.0,-1.492797442288209e-09,-1.492797442288209e-09,169.98100001331136,-0.0,0,176402093056.0,0,176402093056.0,0,1,0.003,0.001499434073343873,1000,625,500,3676216028764874752,3676216381745493504,3600,3676216205255179776,169981,0,0,0,0,169.981609,0,169.981609,169.98160900000002,4,169.98100000453326,169.9809056122076,169.9810944144151,4,176402093056.0,1000.0,1.6321129663765532e-05,0,0,1000.0,169.89603099912583,170.0660120100066,0.004499434073343873,0.004499434073343873,PrePeg,10000000,4,9999999997000.0,9999999695650.51,3335000.202813091,2998500.565926656,3000.0,1499.434073343873,0.0,10000000000000.0,9999999995500.566,176402093056.0,3000000.0,0.0,0.0,-1499.434073343873,0.0
169.98102176150644,169.981609,169.8960418744395,170.06602289620105,169.981,-0.0,-1.4927863323079199e-09,-1.4927863323079199e-09,169.98100001928117,-0.0,0,235202787328.0,0,235202787328.0,0,1,0.004,0.001999239629107062,1000,625,500,3676215969934776832,3676216440575598080,3600,3676216205255179776,169981,0,0,0,0,169.981609,0,169.981609,169.98160900000002,5,169.98100000906564,169.98088203592621,169.9811180026361,5,235202787328.0,1000.0,2.176150644572772e-05,0,0,1000.0,169.89603643678265,170.06601745310377,0.0059992396291070615,0.0059992396291070615,PrePeg,10000000,5,9999999996000.0,9999999594200.684,2501250.14810479,3998000.760370893,4000.0,1999.2396291070618,0.0,10000000000000.0,9999999994000.76,235202787328.0,4000000.0,0.0,0.0,-1999.2396291070618,0.0
169.98102720188325,169.981609,169.89604731209656,170.0660283392984,169.981,-0.0,-1.4927715210444799e-09,-1.4927715210444799e-09,169.9810000267605,-0.0,0,294003479552.0,0,294003479552.0,0,1,0.005,0.002499053887897404,1000,625,500,3676215911104680448,3676216499405702656,3600,3676216205255179776,169981,0,0,0,0,169.981609,0,169.981609,169.98160900000002,6,169.98100001510798,169.98085846770422,169.98114158581677,6,294003479552.0,1000.0,2.7201883256111614e-05,0,0,1000.0,169.8960418744395,170.06602289620105,0.0074990538878974035,0.0074990538878974035,PrePeg,10000000,6,9999999995000.0,9999999492750.852,2001000.119926066,4997500.946112103,5000.0,2499.053887897404,0.0,10000000000000.0,9999999992500.945,294003479552.0,5000000.0,0.0,0.0,-2499.053887897171,0.0
169.98103264226017,169.981609,169.89605274975358,170.06603378239583,169.981,-0.0,-1.4927530095429178e-09,-1.4927530095429178e-09,169.981000035749,-0.0,0,352804169728.0,0,352804169728.0,0,1,0.006,0.002998868146687746,1000,625,500,3676215852274586112,3676216558235807232,3600,3676216205255179776,169981,0,0,0,0,169.981609,0,169.981609,169.98160900000002,7,169.98100002265986,169.98083490753942,169.98116516395854,7,352804169728.0,1000.0,3.264226018018235e-05,0,0,1000.0,169.89604731209656,170.0660283392984,0.008998868146687745,0.008998868146687745,PrePeg,10000000,7,9999999994000.0,9999999391301.02,1667500.100656265,5997001.131853312,6000.0,2998.868146687746,0.0,10000000000000.0,9999999991001.133,352804169728.0,6000000.0,0.0,0.0,-2998.868146687746,0.0
169.98103808263716,169.981609,169.89605818741072,170.06603922549337,169.981,-0.0,-1.4927307987785935e-09,-1.4927307987785935e-09,169.98100004624618,-0.0,0,411604858368.0,0,411604858368.0,0,1,0.007,0.003498673702450935,1000,625,500,3676215793444493824,3676216617065911808,3600,3676216205255179776,169981,0,0,0,0,169.981609,0,169.981609,169.98160900000002,8,169.98100003172087,169.98081135542955,169.9811887370628,8,411604858368.0,1000.0,3.80826371610965e-05,0,0,1000.0,169.89605274975358,170.06603378239583,0.010498673702450934,0.010498673702450934,PrePeg,10000000,8,9999999993000.0,9999999289851.193,1429285.7991628777,6996501.326297549,7000.0,3498.673702450935,0.0,10000000000000.0,9999999989501.326,411604858368.0,7000000.0,0.0,0.0,-3498.6737024514005,0.0
169.98104352301425,169.981609,169.896063625068,170.06604466859096,169.981,-0.0,-1.4927048897965362e-09,-1.4927048897965362e-09,169.9810000582517,-0.0,0,470405544960.0,0,470405544960.0,0,1,0.008,0.003998479258214124,1000,625,500,3676215734614403584,3676216675896016384,3600,3676216205255179776,169981,0,0,0,0,169.981609,0,169.981609,169.98160900000002,9,169.9810000422906,169.9807878113724,169.98121230513098,9,470405544960.0,1000.0,4.352301425569749e-05,0,0,1000.0,169.89605818741072,170.06603922549337,0.011998479258214123,0.011998479258214123,PrePeg,10000000,9,9999999992000.0,9999999188401.37,1250625.0733021153,7996001.520741786,8000.0,3998.4792582141235,0.0,10000000000000.0,9999999988001.521,470405544960.0,8000000.0,0.0,0.0,-3998.4792582141235,0.0
169.98104896339143,169.981609,169.89606906272533,170.0660501116887,169.981,-0.0,-1.4926752837114433e-09,-1.4926752837114433e-09,169.98100007176507,-0.0,0,529206229504.0,0,529206229504.0,0,1,0.009,0.004498293517004466,1000,625,500,3676215675784314880,3676216734726120960,3600,3676216205255179776,169981,0,0,0,0,169.981609,0,169.981609,169.98160900000002,10,169.98100005436856,169.98076427536574,169.9812358681644,10,529206229504.0,1000.0,4.896339143556361e-05,0,0,1000.0,169.896063625068,170.06604466859096,0.013498293517004465,0.013498293517004465,PrePeg,10000000,10,9999999991000.0,9999999086951.537,1111666.7321951345,8995501.706482995,9000.0,4498.293517004466,0.0,10000000000000.0,9999999986501.707,529206229504.0,9000000.0,0.0,0.0,-4498.2935170046985,0.0
169.98105440376867,169.981609,169.8960745003827,170.0660555547865,169.981,-0.0,-1.492641981498675e-09,-1.492641981498675e-09,169.9810000867859,-0.0,0,588006912512.0,0,588006912512.0,0,1,0.01,0.0049980990727676545,1000,625,500,3676215616954228224,3676216793556225536,3600,3676216205255179776,169981,0,0,0,0,169.981609,0,169.981609,169.98160900000002,11,169.9810000679544,169.98074074740734,169.98125942616448,11,588006912512.0,1000.0,5.4403768672273145e-05,0,0,1000.0,169.89606906272533,170.0660501116887,0.014998099072767654,0.014998099072767654,PrePeg,10000000,11,9999999990000.0,9999998985501.71,1000500.0583415801,9995001.900927233,10000.0,4998.099072767654,0.0,10000000000000.0,9999999985001.9,588006912512.0,10000000.0,0.0,0.0,-4998.099072767422,0.0
169.98105984414605,169.981609,169.89607993804023,170.06606099788436,169.981,-0.0,-1.4926049840639227e-09,-1.4926049840639227e-09,169.98100010331382,-0.0,0,646807593472.0,0,646807593472.0,0,1,0.011,0.005497904628530843,1000,625,500,3676215558124143616,3676216852386330112,3600,3676216205255179776,169981,0,0,0,0,169.981609,0,169.981609,169.98160900000002,12,169.98100008304772,169.98071722749495,169.98128297913266,12,646807593472.0,1000.0,5.984414605109123e-05,0,0,1000.0,169.8960745003827,170.0660555547865,0.016497904628530843,0.016497904628530843,PrePeg,10000000,12,9999999989000.0,9999998884051.887,909545.5070868518,10994502.095371468,11000.0,5497.904628530843,0.0,10000000000000.0,9999999983502.096,646807593472.0,11000000.0,0.0,0.0,-5497.904628532007,0.0
169.9810652845235,169.981609,169.8960853756978,170.06606644098233,169.981,-0.0,-1.4925642926612213e-09,-1.4925642926612213e-09,169.98100012134836,-0.0,0,705608272384.0,0,705608272384.0,0,1,0.012,0.005997718887321185,1000,625,500,3676215499294060544,3676216911216434688,3600,3676216205255179776,169981,0,0,0,0,169.981609,0,169.981609,169.98160900000002,13,169.981000099648,169.98069371562633,169.98130652707036,13,705608272384.0,1000.0,6.528452351517444e-05,0,0,1000.0,169.89607993804023,170.06606099788436,0.017997718887321185,0.017997718887321185,PrePeg,10000000,13,9999999988000.0,9999998782602.053,833750.0483678902,11994002.281112678,12000.0,5997.718887321185,0.0,10000000000000.0,9999999982002.281,705608272384.0,12000000.0,0.0,0.0,-5997.718887321651,0.0
169.981070724901,169.981609,169.89609081335547,170.0660718840804,169.981,-0.0,-1.492519908126594e-09,-1.492519908126594e-09,169.98100014088908,-0.0,0,764408949760.0,0,764408949760.0,0,1,0.013,0.006497524443084374,1000,625,500,3676215440463979520,3676216970046539264,3600,3676216205255179776,169981,0,0,0,0,169.981609,0,169.981609,169.98160900000002,14,169.98100011775495,169.9806702117992,169.98133006997892,14,764408949760.0,1000.0,7.072490100767936e-05,0,0,1000.0,169.8960853756978,170.06606644098233,0.019497524443084373,0.019497524443084373,PrePeg,10000000,14,9999999987000.0,9999998681152.227,769615.4288894968,12993502.475556916,13000.0,6497.524443084374,0.0,10000000000000.0,9999999980502.475,764408949760.0,13000000.0,0.0,0.0,-6497.524443084374,0.0
