market_index,base_asset_amount_long,base_asset_amount_short,base_asset_amount,total_base_asset_amount,open_interest,total_exchange_fees,total_mm_fees,margin_ratio_initial,margin_ratio_maintenance,margin_ratio_partial,base_asset_reserve,quote_asset_reserve,funding_period,sqrt_k,peg_multiplier,last_funding_rate,last_funding_rate_ts,cumulative_funding_rate_long,cumulative_funding_rate_short,last_oracle_price,last_oracle_conf,last_oracle_normalised_price,last_oracle_price_twap,last_oracle_price_twap_ts,last_mark_price_twap,last_bid_price_twap,last_ask_price_twap,last_mark_price_twap_ts,base_spread,mark_std,buy_intensity,sell_intensity,last_spread,bid_price_before,ask_price_before,total_fee,total_fee_minus_distributions,strategies,minimum_quote_asset_trade_size,oracle_price,mark_price,bid_price,ask_price,wouldbe_peg,predicted_long_funding,predicted_short_funding,last_mid_price_twap,wouldbe_peg_cost,repeg_to_oracle_cost,user0.base_asset_amount,user0.quote_asset_amount,user0.last_cumulative_funding_rate,user0.last_funding_rate_ts,user0.market_index,user0.collateral,user0.position0.upnl,user0.total_collateral,user0.position0.ufunding,user0.free_collateral,user0.margin_ratio,user0.total_position_value
0,0.0,0.0,0.0,0,0,0.0,0.0,1000,625,500,3.67621620525518e+18,3.67621620525518e+18,3600,3676216205255179776,169981,0,0,0,0,169.981609,0,169.981609,169.981609,0,169.981,169.981,169.981,0,1000.0,0.0,0,0,1000.0,169.89602012381252,170.06600112381253,0.0,0.0,PrePeg_InventorySkew_OracleRetreat,10000000,169.981609,169.981,169.89602012381252,170.06600112381253,169.981,-1.492808554358556e-09,-1.492808554358556e-09,169.981,0.0,0.0,,,,,,,,,,,,
0,0.0,0.0,0.0,0,0,0.0,0.0,1000,625,500,3.67621620525518e+18,3.67621620525518e+18,3600,3676216205255179776,169981,0,0,0,0,169.981609,0,169.981609,169.981609,0,169.981,169.981,169.981,0,1000.0,0.0,0,0,1000.0,169.89602012381252,170.06600112381253,0.0,0.0,PrePeg_InventorySkew_OracleRetreat,10000000,169.981609,169.981,169.89602012381252,170.06600112381253,169.981,-1.492808554358556e-09,-1.492808554358556e-09,169.981,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10000000000000.0,0.0,10000000000000.0,0.0,10000000000000.0,,0.0
0,0.0,0.0,0.0,0,0,0.0,0.0,1000,625,500,3.67621620525518e+18,3.67621620525518e+18,3600,3676216205255179776,169981,0,0,0,0,169.981609,0,169.981609,169.981609,0,169.981,169.981,169.981,0,1000.0,0.0,0,0,1000.0,169.89602012381252,170.06600112381253,0.0,0.0,PrePeg_InventorySkew_OracleRetreat,10000000,169.981609,169.981,169.89602012381252,170.06600112381253,169.981,-1.492808554358556e-09,-1.492808554358556e-09,169.981,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10000000000000.0,0.0,10000000000000.0,0.0,10000000000000.0,,0.0
0,0.0,0.0,0.0,0,0,0.0,0.0,1000,625,500,3.67621620525518e+18,3.67621620525518e+18,3600,3676216205255179776,169981,0,0,0,0,169.981609,0,169.981609,169.981609,0,169.981,169.981,169.981,0,1000.0,0.0,0,0,1000.0,169.89602012381252,170.06600112381253,0.0,0.0,PrePeg_InventorySkew_OracleRetreat,10000000,169.981609,169.981,169.89602012381252,170.06600112381253,169.981,-1.492808554358556e-09,-1.492808554358556e-09,169.981,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10000000000000.0,0.0,10000000000000.0,0.0,10000000000000.0,,0.0
0,0.0,0.0,0.0,0,0,0.0,0.0,1000,625,500,3.67621620525518e+18,3.67621620525518e+18,3600,3676216205255179776,169981,0,0,0,0,169.981609,0,169.981609,169.981609,0,169.981,169.981,169.981,0,1000.0,0.0,0,0,1000.0,169.89602012381252,170.06600112381253,0.0,0.0,PrePeg_InventorySkew_OracleRetreat,10000000,169.981609,169.981,169.89602012381252,170.06600112381253,169.981,-1.492808554358556e-09,-1.492808554358556e-09,169.981,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10000000000000.0,0.0,10000000000000.0,0.0,10000000000000.0,,0.0
0,0.0,0.0,0.0,0,0,0.0,0.0,1000,625,500,3.67621620525518e+18,3.67621620525518e+18,3600,3676216205255179776,169981,0,0,0,0,169.981609,0,169.981609,169.981609,0,169.981,169.981,169.981,0,1000.0,0.0,0,0,1000.0,169.89602012381252,170.06600112381253,0.0,0.0,PrePeg_InventorySkew_OracleRetreat,10000000,169.981609,169.981,169.89602012381252,170.06600112381253,169.981,-1.492808554358556e-09,-1.492808554358556e-09,169.981,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10000000000000.0,0.0,10000000000000.0,0.0,10000000000000.0,,0.0
0,0.0,0.0,0.0,0,0,0.0,0.0,1000,625,500,3.67621620525518e+18,3.67621620525518e+18,3600,3676216205255179776,169981,0,0,0,0,169.981609,0,169.981609,169.981609,0,169.981,169.981,169.981,0,1000.0,0.0,0,0,1000.0,169.89602012381252,170.06600112381253,0.0,0.0,PrePeg_InventorySkew_OracleRetreat,10000000,169.981609,169.981,169.89602012381252,170.06600112381253,169.981,-1.492808554358556e-09,-1.492808554358556e-09,169.981,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10000000000000.0,0.0,10000000000000.0,0.0,10000000000000.0,,0.0
0,0.0,0.0,0.0,0,0,0.0,0.0,1000,625,500,3.67621620525518e+18,3.67621620525518e+18,3600,3676216205255179776,169981,0,0,0,0,169.981609,0,169.981609,169.981609,0,169.981,169.981,169.981,0,1000.0,0.0,0,0,1000.0,169.89602012381252,170.06600112381253,0.0,0.0,PrePeg_InventorySkew_OracleRetreat,10000000,169.981609,169.981,169.89602012381252,170.06600112381253,169.981,-1.492808554358556e-09,-1.492808554358556e-09,169.981,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10000000000000.0,0.0,10000000000000.0,0.0,10000000000000.0,,0.0
0,0.0,0.0,0.0,0,0,0.0,0.0,1000,625,500,3.67621620525518e+18,3.67621620525518e+18,3600,3676216205255179776,169981,0,0,0,0,169.981609,0,169.981609,169.981609,0,169.981,169.981,169.981,0,1000.0,0.0,0,0,1000.0,169.89602012381252,170.06600112381253,0.0,0.0,PrePeg_InventorySkew_OracleRetreat,10000000,169.981609,169.981,169.89602012381252,170.06600112381253,169.981,-1.492808554358556e-09,-1.492808554358556e-09,169.981,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10000000000000.0,0.0,10000000000000.0,0.0,10000000000000.0,,0.0
0,0.0,0.0,0.0,0,0,0.0,0.0,1000,625,500,3.67621620525518e+18,3.67621620525518e+18,3600,3676216205255179776,169981,0,0,0,0,169.981609,0,169.981609,169.981609,0,169.981,169.981,169.981,0,1000.0,0.0,0,0,1000.0,169.89602012381252,170.06600112381253,0.0,0.0,PrePeg_InventorySkew_OracleRetreat,10000000,169.981609,169.981,169.89602012381252,170.06600112381253,169.981,-1.492808554358556e-09,-1.492808554358556e-09,169.981,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10000000000000.0,0.0,10000000000000.0,0.0,10000000000000.0,,0.0
