total_collateral
70333847275715.0
70333847275715.0
70333847275715.0
70333847275715.0
70333847275715.0
70333847275715.0
70333847275715.0
70333847275715.0
70333847275715.0
70333847275715.0
70333847275715.0
70333847275715.0
70333847275715.0
70333847275715.0
70333847275715.0
70333847275715.0
70333847275715.0
70333847275715.0
70333847275715.0
70333847275715.0
70333847275715.0
70333847275715.0
70333847275715.0
70333847275715.0
70333847275715.0
70333847275715.0
70333847275715.0
70333847275715.0
70333847275715.0
70333847275715.0
70333847275715.0
70333847275715.0
70333847275715.0
70333847275715.0
70333847275715.0
70333846993703.26
70333846593808.29
70333846593056.62
70333847104311.13
70333846856249.086
70333846855776.35
70333846602184.76
70333846396811.24
70333846396811.33
70333846468461.79
70333846138503.875
70333846227885.71
70333845892910.42
70333848051758.72
70333850237504.04
70333850237504.04
70333855631433.78
70333855631433.78
70333856110580.734
70333856239903.49
70333855888154.69
70333864887668.89
70333871096021.516
70333867045336.42
70333863783843.34
70333864828908.805
70333864828908.805
70333862250039.336
70333862087059.65
70333878605217.67
70333878605217.67
70333880962633.9
70333880571724.39
70333901659995.09
70333900697780.94
70333883768188.94
70333890061327.414
70333903526341.195
70333903526341.195
70333903600098.72
70333903600098.72
70333900103922.36
70333901256109.35
70333901256109.35
70333900807506.45
70333900807506.45
70333897310531.01
70333893260757.29
70333893260757.29
70333897329617.32
70333897053344.695
70333897253497.91
70333897253497.91
70333897913117.33
70333899460009.26
70333894436666.48
70333896795794.45
70333896867675.66
70333900210260.38
70333906159498.875
70333906159498.875
70333906505901.79
70333906505901.79
70333907964794.89
70333907964794.89
70333919914422.35
70333919912695.35
70333920593369.62
70333920593369.62
70333924604803.305
70333920959570.96
70333920959570.96
70333920221826.64
70333919877677.516
70333919877677.516
70333920101537.25
70333920101537.25
70333920697283.44
70333920697283.44
70333917214929.84
70333917214929.84
70333925996897.516
70333925868352.95
70333934495383.9
70333933276548.98
70333934798502.53
70333939210219.1
70333939130892.07
70333945755204.04
70333947052167.414
70333947052167.49
70333947753914.01
70333947753914.01
70333953964545.516
70333954176940.086
70333954176940.086
70333959909787.39
70333960652555.88
70333960652555.88
70333960652555.88
70333960652556.57
70333956380310.586
70333956380310.586
70333955598716.8
70333955598716.8
70333958303027.09
70333957822915.03
70333959171514.33
70333956509608.39
70333956509608.39
70333956509608.39
70333939500723.44
70333941723641.86
70333925575315.86
70333931016172.484
70333915173332.06
70333894765173.95
70333890034385.664
70333867517527.13
70333846901469.0
