total_collateral
20253965730071.0
40297728982220.0
60333694005411.0
60333696084958.0
60333698216200.0
60333698781076.0
60333706799830.0
60333712341149.0
60333712775343.0
60333725093758.0
60333728486593.0
60333735690005.0
60333743595140.0
60333750091613.0
60333758099362.0
60333768633711.0
60333775258306.0
60333780034402.0
60333786058404.0
60333794558046.0
60333798442547.0
60333798640178.0
60333808920537.0
60333812624683.0
60333820245740.0
60333825321452.0
60333825387914.0
60333835667926.0
60333847275715.0
70333847275715.0
70333847275715.0
70333847275715.0
70333847275715.0
70333847275715.0
70333847275715.0
70333847275715.0
70333847275715.0
70333847275715.0
70333847275715.0
70333847275715.0
70333847275715.0
70333847275715.0
70333847275715.0
70333847275715.0
70333847275715.0
70333847275715.0
70333847275715.0
70333847275715.0
70333847275715.0
70333847275715.0
70333847275715.0
70333847275715.0
70333847275715.0
70333847275715.0
70333847275715.0
70333847275715.0
70333847275715.0
70333847275715.0
70333847275715.0
70333847275715.0
70333847275715.0
70333847275715.0
70333847275715.0
70333847275715.0
70333847275715.0
70333847022211.164
70333846622530.38
70333846642125.71
70333847153099.79
70333847229733.74
70333847229175.05
70333847261289.22
70333847056026.08
70333847056026.08
70333847127638.03
70333846410951.91
70333846500302.32
70333846500302.32
70333847875258.12
70333849269430.05
70333849269430.05
70333852734573.67
70333852734573.67
70333853040484.0
70333853123049.836
70333855703179.266
70333864872386.36
70333870377881.305
70333866719560.87
70333864177367.234
70333864991950.82
70333864991950.82
70333862981832.945
70333862386180.96
70333875254322.44
70333875254322.44
70333877084241.78
70333886414765.74
70333903697151.55
70333900666629.18
70333886929169.625
70333892035715.32
70333902961854.734
70333902961854.734
70333903021705.016
70333914106223.61
70333910644541.09
70333911785360.42
70333911785360.42
70333911341183.52
70333931711989.02
70333926991639.19
70333921525101.36
70333912725210.55
70333917488414.016
70333917488414.016
70333917845761.75
70333917845761.75
70333919023427.1
70333921785203.01
70333912816672.766
70333917028591.31
70333917028591.31
70333921745683.09
70333930141312.92
70333930141312.92
70333930630160.48
70333930630160.48
70333932688966.234
70333932688966.234
70333949552409.98
70333949552393.98
70333950512968.88
70333950512968.88
70333956331674.55
70333951187483.18
70333951187483.18
70333950146369.125
70333949660702.13
70333961059362.79
70333961414350.8
70333975507709.43
70333976584421.96
70333990529336.57
70333983456099.46
70333996333263.96
70334016156400.484
70334016156400.61
70334029917889.625
70334029917889.625
70334032769526.56
70334041035622.32
70334075179400.95
70334086129317.94
70334088273184.58
70334088273184.11
70334089433163.586
70334089433163.586
70334099699271.22
70334100050357.19
70334100050357.19
70334109526692.6
70334110754481.0
70334150457129.82
70334150457129.82
70334150457130.07
70334142197014.945
70334143700515.93
70334142180700.67
70334142180700.67
70334147439253.18
70334146505671.52
70334149128033.39
70334109008928.8
70334108913372.58
70334108913372.58
70334107149557.04
70334111188727.87
50080145204364.875
50080124295180.164
30036361010883.18
30036361860957.74
10000395845037.736
10000393765490.736
10000376993699.162
10000375142249.162
10000374577373.162
10000353287251.215
10000348491031.215
10000348056837.215
10000303831158.18
10000296456042.18
10000274732076.264
10000272950278.264
10000265746866.264
10000244239822.832
10000237512763.832
10000217767551.691
10000208777593.691
10000200769844.691
10000190235495.691
10000183610900.691
10000178834804.691
10000172810802.691
10000164311160.691
10000138169387.643
10000133125752.643
10000133125752.643
10000122845393.643
10000096312101.53
10000090461551.53
10000082840494.53
10000082840494.53
10000082840494.53
10000062142939.633
10000051387192.633
10000039779403.633
10000039779403.633
10000039779403.633
10000039779403.633
10000039779403.633
10000039779403.633
10000039779403.633
10000039779403.633
10000014336014.0
10000003687378.0
10000003687378.0
10000003687378.0
10000003687378.0
10000003687378.0
10000003687378.0
10000003687378.0
10000003687378.0
10000003687378.0
10000003687378.0
10000003687378.0
10000003687378.0
10000003687378.0
10000003687378.0
10000003687378.0
10000003687378.0
10000003687378.0
10000003687378.0
10000003687378.0
10000003687378.0
10000003687378.0
10000003687378.0
10000003687378.0
