total_collateral
10000000000000.0
20000000000000.0
30000000000000.0
40000000000000.0
50000000000000.0
60000000000000.0
70000000000000.0
80000000000000.0
90000000000000.0
100000000000000.0
100098126000000.0
100158658000000.0
100197263000000.0
100201308000000.0
100221218000000.0
100269858000000.0
100287077000000.0
100335930000000.0
100409571000000.0
100474433000000.0
110474433000000.0
110474433000000.0
110474433000000.0
110474433000000.0
110474433000000.0
110474433000000.0
110474433000000.0
110474433000000.0
110474433000000.0
110474433000000.0
110474433000000.0
110474433000000.0
100474433000000.0
90474433000000.0
80474433000000.0
80425580000000.0
70425580000000.0
70360718000000.0
60360718000000.0
50360718000000.0
40360718000000.0
30360718000000.0
30343499000000.0
20343499000000.0
20339454000000.0
10339454000000.0
339454000000.0
300849000000.0
240317000000.0
166676000000.0
146766000000.0
98126000000.0
110474433000000.0
110474433000000.0
100474433000000.0
90474433000000.0
90409571000000.0
90370966000000.0
80370966000000.0
80351056000000.0
80252930000000.0
70252930000000.0
60252930000000.0
50252930000000.0
40252930000000.0
40192398000000.0
40188353000000.0
