base_asset_amount_long,base_asset_amount_short,net_base_asset_amount,total_base_asset_amount,open_interest,total_fees,total_exchange_fees,total_mm_fees,margin_ratio_initial,margin_ratio_maintenance,margin_ratio_partial,base_asset_reserve,quote_asset_reserve,funding_period,sqrt_k,peg_multiplier,last_funding_rate,last_funding_rate_ts,cumulative_funding_rate_long,cumulative_funding_rate_short,last_oracle_price,last_oracle_conf,last_oracle_normalised_price,last_oracle_price_twap,last_oracle_price_twap_ts,last_mark_price_twap,last_mid_price_twap,last_mark_price_twap_ts,base_spread,mark_std,buy_intensity,sell_intensity,last_spread,bid_price_before,ask_price_before,strategies,oracle_price,mark_price,bid_price,ask_price,user0.base_asset_amount,user0.quote_asset_amount,user0.last_cumulative_funding_rate,user0.market_index,user0.collateral,user0.position0.upnl,user0.total_collateral,user0.position0.ufunding,user0.free_collateral,user0.margin_ratio,user0.total_position_value
282018094769664.0,0,282018094769664.0,282018094769664.0,1,2516902.0210440974,2413581.872347198,103320.14869689941,1000,625,500,3.675921764586505e+18,3.676498258014534e+18,3600,3.67621e+18,85572,0,0,0,0,85.628215,0,85.572105,85.572105,5,85.572,0,5,1000.0,0.013420224581082607,0,0,1000.0,855295080864.2291,856150803753.0549,VolatilityScale,85.628215,85.58542022458109,85.54263286355756,85.62821828378215,282018094769664.0,2413581872.347198,0.0,0.0,9999997586418.127,-103320.14869689941,9999997483097.979,0.0,9999756135242.758,4143.3960430221005,2413478552.198501
282018094769664.0,0,282018094769664.0,282018094769664.0,1,2516902.0210440974,2413581.872347198,103320.14869689941,1000,625,500,3.675921764586505e+18,3.676498258014534e+18,3600,3.67621e+18,85572,0,0,0,0,85.628215,0,85.572105,85.572105,5,85.572,0,5,1000.0,0.013420224581082607,0,0,1000.0,855295080864.2291,856150803753.0549,VolatilityScale,85.618824,85.58542022458109,85.54263286355756,85.62821828378215,282018094769664.0,2413581872.347198,0.0,0.0,9999997586418.127,-103320.14869689941,9999997483097.979,0.0,9999756135242.758,4143.3960430221005,2413478552.198501
282018094769664.0,0,282018094769664.0,282018094769664.0,1,2516902.0210440974,2413581.872347198,103320.14869689941,1000,625,500,3.675921764586505e+18,3.676498258014534e+18,3600,3.67621e+18,85572,0,0,0,0,85.628215,0,85.572105,85.572105,5,85.572,0,5,1000.0,0.013420224581082607,0,0,1000.0,855295080864.2291,856150803753.0549,VolatilityScale,85.618451,85.58542022458109,85.54263286355756,85.62821828378215,282018094769664.0,2413581872.347198,0.0,0.0,9999997586418.127,-103320.14869689941,9999997483097.979,0.0,9999756135242.758,4143.3960430221005,2413478552.198501
471610452848640.0,0,471610452848640.0,471610452848640.0,1,4209167.116214843,4036369.2156487415,172797.90056610107,1000,625,500,3.675732164110484e+18,3.6766878980069734e+18,3600,3.67621e+18,85572,0,0,0,0,85.63705,0,85.572105,85.57221410277776,12,85.57202609488114,0,12,1000.0,0.02224973347865955,0,0,85.63705,855426328635.5756,856282182837.8214,VolatilityScale,85.63705,85.59424973347866,85.55145795825251,85.637052207986,471610452848640.0,4036369215.6487417,0.0,0.0,9999995963630.783,-172787.24089622498,9999995790843.543,0.0,9999592171200.703,2477.5790693586814,4036196428.4078455
471610452848640.0,0,471610452848640.0,471610452848640.0,1,4209167.116214843,4036369.2156487415,172797.90056610107,1000,625,500,3.675732164110484e+18,3.6766878980069734e+18,3600,3.67621e+18,85572,0,0,0,0,85.63705,0,85.572105,85.57221410277776,12,85.57202609488114,0,12,1000.0,0.02224973347865955,0,0,1000.0,855426328635.5756,856282182837.8214,VolatilityScale,85.63705,85.59424973347866,85.55145795825251,85.637052207986,471610452848640.0,4036369215.6487417,0.0,0.0,9999995963630.783,-172787.24089622498,9999995790843.543,0.0,9999592171200.703,2477.5790693586814,4036196428.4078455
471610452848640.0,0,471610452848640.0,471610452848640.0,1,4209167.116214843,4036369.2156487415,172797.90056610107,1000,625,500,3.675732164110484e+18,3.6766878980069734e+18,3600,3.67621e+18,85572,0,0,0,0,85.63705,0,85.572105,85.57221410277776,12,85.57202609488114,0,12,1000.0,0.02224973347865955,0,0,1000.0,855426328635.5756,856282182837.8214,VolatilityScale,85.63705,85.59424973347866,85.55145795825251,85.637052207986,471610452848640.0,4036369215.6487417,0.0,0.0,9999995963630.783,-172787.24089622498,9999995790843.543,0.0,9999592171200.703,2477.5790693586814,4036196428.4078455
471610452848640.0,0,471610452848640.0,471610452848640.0,1,4209167.116214843,4036369.2156487415,172797.90056610107,1000,625,500,3.675732164110484e+18,3.6766878980069734e+18,3600,3.67621e+18,85572,0,0,0,0,85.63705,0,85.572105,85.57221410277776,12,85.57202609488114,0,12,1000.0,0.02224973347865955,0,0,1000.0,855426328635.5756,856282182837.8214,VolatilityScale,85.63705,85.59424973347866,85.55145795825251,85.637052207986,471610452848640.0,4036369215.6487417,0.0,0.0,9999995963630.783,-172787.24089622498,9999995790843.543,0.0,9999592171200.703,2477.5790693586814,4036196428.4078455
471610452848640.0,0,471610452848640.0,471610452848640.0,1,4209167.116214843,4036369.2156487415,172797.90056610107,1000,625,500,3.675732164110484e+18,3.6766878980069734e+18,3600,3.67621e+18,85572,0,0,0,0,85.63705,0,85.572105,85.57221410277776,12,85.57202609488114,0,12,1000.0,0.02224973347865955,0,0,1000.0,855426328635.5756,856282182837.8214,VolatilityScale,85.63705,85.59424973347866,85.55145795825251,85.637052207986,471610452848640.0,4036369215.6487417,0.0,0.0,9999995963630.783,-172787.24089622498,9999995790843.543,0.0,9999592171200.703,2477.5790693586814,4036196428.4078455
1973424172858368.0,0,1973424172858368.0,1973424172858368.0,1,17620395.431468286,16896836.5326455,723558.8988227844,1000,625,500,3.674230286044915e+18,3.6781907806458035e+18,3600,3.67621e+18,85572,0,0,0,0,85.707059,0,85.572105,85.57230415263501,17,85.57205696104586,0,17,1000.0,0.09223903174344628,0,0,85.707059,855514579582.5251,856370522079.86,VolatilityScale,85.707059,85.66423903174345,85.62141226624252,85.70707650527423,1973424172858368.0,16896836532.645504,0.0,0.0,9999983103163.467,-723406.929523468,9999982379756.537,0.0,9998292768443.965,591.8510550533961,16896113125.71598
1973424172858368.0,0,1973424172858368.0,1973424172858368.0,1,17620395.431468286,16896836.5326455,723558.8988227844,1000,625,500,3.674230286044915e+18,3.6781907806458035e+18,3600,3.67621e+18,85572,0,0,0,0,85.707059,0,85.572105,85.57230415263501,17,85.57205696104586,0,17,1000.0,0.09223903174344628,0,0,1000.0,855514579582.5251,856370522079.86,VolatilityScale,85.707059,85.66423903174345,85.62141226624252,85.70707650527423,1973424172858368.0,16896836532.645504,0.0,0.0,9999983103163.467,-723406.929523468,9999982379756.537,0.0,9998292768443.965,591.8510550533961,16896113125.71598
1973424172858368.0,0,1973424172858368.0,1973424172858368.0,1,17620395.431468286,16896836.5326455,723558.8988227844,1000,625,500,3.674230286044915e+18,3.6781907806458035e+18,3600,3.67621e+18,85572,0,0,0,0,85.707059,0,85.572105,85.57230415263501,17,85.57205696104586,0,17,1000.0,0.09223903174344628,0,0,1000.0,855514579582.5251,856370522079.86,VolatilityScale,85.707059,85.66423903174345,85.62141226624252,85.70707650527423,1973424172858368.0,16896836532.645504,0.0,0.0,9999983103163.467,-723406.929523468,9999982379756.537,0.0,9998292768443.965,591.8510550533961,16896113125.71598
1973424172858368.0,0,1973424172858368.0,1973424172858368.0,1,17620395.431468286,16896836.5326455,723558.8988227844,1000,625,500,3.674230286044915e+18,3.6781907806458035e+18,3600,3.67621e+18,85572,0,0,0,0,85.707059,0,85.572105,85.57230415263501,17,85.57205696104586,0,17,1000.0,0.09223903174344628,0,0,1000.0,855514579582.5251,856370522079.86,VolatilityScale,85.707059,85.66423903174345,85.62141226624252,85.70707650527423,1973424172858368.0,16896836532.645504,0.0,0.0,9999983103163.467,-723406.929523468,9999982379756.537,0.0,9998292768443.965,591.8510550533961,16896113125.71598
2240002872911872.0,0,2240002872911872.0,2240002872911872.0,1,20002158.32259835,19180726.26558293,821432.057015419,1000,625,500,3.6739636959196554e+18,3.678457677496752e+18,3600,3.67621e+18,85572,0,0,0,0,85.719512,0,85.572105,85.57245388024319,21,85.57215938556887,0,21,1000.0,0.10467141848526751,0,0,85.719512,856214122662.4252,857070765052.7423,VolatilityScale,85.719512,85.67667141848527,85.633838437568,85.71951510898649,2240002872911872.0,19180726265.58293,0.0,0.0,9999980819273.734,-821175.0419921875,9999979998098.691,0.0,9998062007589.637,521.377970896761,19179905090.54094
2240002872911872.0,0,2240002872911872.0,2240002872911872.0,1,20002158.32259835,19180726.26558293,821432.057015419,1000,625,500,3.6739636959196554e+18,3.678457677496752e+18,3600,3.67621e+18,85572,0,0,0,0,85.719512,0,85.572105,85.57245388024319,21,85.57215938556887,0,21,1000.0,0.10467141848526751,0,0,1000.0,856214122662.4252,857070765052.7423,VolatilityScale,85.719512,85.67667141848527,85.633838437568,85.71951510898649,2240002872911872.0,19180726265.58293,0.0,0.0,9999980819273.734,-821175.0419921875,9999979998098.691,0.0,9998062007589.637,521.377970896761,19179905090.54094
2240002872911872.0,0,2240002872911872.0,2240002872911872.0,1,20002158.32259835,19180726.26558293,821432.057015419,1000,625,500,3.6739636959196554e+18,3.678457677496752e+18,3600,3.67621e+18,85572,0,0,0,0,85.719512,0,85.572105,85.57245388024319,21,85.57215938556887,0,21,1000.0,0.10467141848526751,0,0,1000.0,856214122662.4252,857070765052.7423,VolatilityScale,85.719512,85.67667141848527,85.633838437568,85.71951510898649,2240002872911872.0,19180726265.58293,0.0,0.0,9999980819273.734,-821175.0419921875,9999979998098.691,0.0,9998062007589.637,521.377970896761,19179905090.54094
2240002872911872.0,0,2240002872911872.0,2240002872911872.0,1,20002158.32259835,19180726.26558293,821432.057015419,1000,625,500,3.6739636959196554e+18,3.678457677496752e+18,3600,3.67621e+18,85572,0,0,0,0,85.719512,0,85.572105,85.57245388024319,21,85.57215938556887,0,21,1000.0,0.10467141848526751,0,0,1000.0,856214122662.4252,857070765052.7423,VolatilityScale,85.719512,85.67667141848527,85.633838437568,85.71951510898649,2240002872911872.0,19180726265.58293,0.0,0.0,9999980819273.734,-821175.0419921875,9999979998098.691,0.0,9998062007589.637,521.377970896761,19179905090.54094
2240002872911872.0,0,2240002872911872.0,2240002872911872.0,1,20002158.32259835,19180726.26558293,821432.057015419,1000,625,500,3.6739636959196554e+18,3.678457677496752e+18,3600,3.67621e+18,85572,0,0,0,0,85.719512,0,85.572105,85.57245388024319,21,85.57215938556887,0,21,1000.0,0.10467141848526751,0,0,1000.0,856214122662.4252,857070765052.7423,VolatilityScale,85.719512,85.67667141848527,85.633838437568,85.71951510898649,2240002872911872.0,19180726265.58293,0.0,0.0,9999980819273.734,-821175.0419921875,9999979998098.691,0.0,9998062007589.637,521.377970896761,19179905090.54094
2240002872911872.0,0,2240002872911872.0,2240002872911872.0,1,20002158.32259835,19180726.26558293,821432.057015419,1000,625,500,3.6739636959196554e+18,3.678457677496752e+18,3600,3.67621e+18,85572,0,0,0,0,85.719512,0,85.572105,85.57245388024319,21,85.57215938556887,0,21,1000.0,0.10467141848526751,0,0,1000.0,856214122662.4252,857070765052.7423,VolatilityScale,85.719512,85.67667141848527,85.633838437568,85.71951510898649,2240002872911872.0,19180726265.58293,0.0,0.0,9999980819273.734,-821175.0419921875,9999979998098.691,0.0,9998062007589.637,521.377970896761,19179905090.54094
2240002872911872.0,0,2240002872911872.0,2240002872911872.0,1,20002158.32259835,19180726.26558293,821432.057015419,1000,625,500,3.6739636959196554e+18,3.678457677496752e+18,3600,3.67621e+18,85572,0,0,0,0,85.719512,0,85.572105,85.57245388024319,21,85.57215938556887,0,21,1000.0,0.10467141848526751,0,0,1000.0,856214122662.4252,857070765052.7423,VolatilityScale,85.719512,85.67667141848527,85.633838437568,85.71951510898649,2240002872911872.0,19180726265.58293,0.0,0.0,9999980819273.734,-821175.0419921875,9999979998098.691,0.0,9998062007589.637,521.377970896761,19179905090.54094
2470914998113792.0,0,2470914998113792.0,2470914998113792.0,1,22065547.42638925,21159313.65647963,906233.7699096203,1000,625,500,3.673732773896577e+18,3.6786888965159286e+18,3600,3.67621e+18,85572,0,0,0,0,85.730289,0,85.572105,85.57273982658715,28,85.57236260341065,0,28,1000.0,0.11544261678382384,0,0,85.730289,856338384375.68,857195151089.8649,VolatilityScale,85.730289,85.68744261678383,85.64460425094062,85.7302916935574,2470914998113792.0,21159313656.479633,0.0,0.0,9999978840686.344,-905873.4397735596,9999977934812.904,0.0,9997862094034.6,472.6243126303993,21158407783.03986
2470914998113792.0,0,2470914998113792.0,2470914998113792.0,1,22065547.42638925,21159313.65647963,906233.7699096203,1000,625,500,3.673732773896577e+18,3.6786888965159286e+18,3600,3.67621e+18,85572,0,0,0,0,85.730289,0,85.572105,85.57273982658715,28,85.57236260341065,0,28,1000.0,0.11544261678382384,0,0,1000.0,856338384375.68,857195151089.8649,VolatilityScale,85.730289,85.68744261678383,85.64460425094062,85.7302916935574,2470914998113792.0,21159313656.479633,0.0,0.0,9999978840686.344,-905873.4397735596,9999977934812.904,0.0,9997862094034.6,472.6243126303993,21158407783.03986
2470914998113792.0,0,2470914998113792.0,2470914998113792.0,1,22065547.42638925,21159313.65647963,906233.7699096203,1000,625,500,3.673732773896577e+18,3.6786888965159286e+18,3600,3.67621e+18,85572,0,0,0,0,85.730289,0,85.572105,85.57273982658715,28,85.57236260341065,0,28,1000.0,0.11544261678382384,0,0,1000.0,856338384375.68,857195151089.8649,VolatilityScale,85.730289,85.68744261678383,85.64460425094062,85.7302916935574,2470914998113792.0,21159313656.479633,0.0,0.0,9999978840686.344,-905873.4397735596,9999977934812.904,0.0,9997862094034.6,472.6243126303993,21158407783.03986
2470914998113792.0,0,2470914998113792.0,2470914998113792.0,1,22065547.42638925,21159313.65647963,906233.7699096203,1000,625,500,3.673732773896577e+18,3.6786888965159286e+18,3600,3.67621e+18,85572,0,0,0,0,85.730289,0,85.572105,85.57273982658715,28,85.57236260341065,0,28,1000.0,0.11544261678382384,0,0,1000.0,856338384375.68,857195151089.8649,VolatilityScale,85.730289,85.68744261678383,85.64460425094062,85.7302916935574,2470914998113792.0,21159313656.479633,0.0,0.0,9999978840686.344,-905873.4397735596,9999977934812.904,0.0,9997862094034.6,472.6243126303993,21158407783.03986
2470914998113792.0,0,2470914998113792.0,2470914998113792.0,1,22065547.42638925,21159313.65647963,906233.7699096203,1000,625,500,3.673732773896577e+18,3.6786888965159286e+18,3600,3.67621e+18,85572,0,0,0,0,85.730289,0,85.572105,85.57273982658715,28,85.57236260341065,0,28,1000.0,0.11544261678382384,0,0,1000.0,856338384375.68,857195151089.8649,VolatilityScale,85.730289,85.68744261678383,85.64460425094062,85.7302916935574,2470914998113792.0,21159313656.479633,0.0,0.0,9999978840686.344,-905873.4397735596,9999977934812.904,0.0,9997862094034.6,472.6243126303993,21158407783.03986
2470914998113792.0,0,2470914998113792.0,2470914998113792.0,1,22065547.42638925,21159313.65647963,906233.7699096203,1000,625,500,3.673732773896577e+18,3.6786888965159286e+18,3600,3.67621e+18,85572,0,0,0,0,85.730289,0,85.572105,85.57273982658715,28,85.57236260341065,0,28,1000.0,0.11544261678382384,0,0,1000.0,856338384375.68,857195151089.8649,VolatilityScale,85.730289,85.68744261678383,85.64460425094062,85.7302916935574,2470914998113792.0,21159313656.479633,0.0,0.0,9999978840686.344,-905873.4397735596,9999977934812.904,0.0,9997862094034.6,472.6243126303993,21158407783.03986
2470914998113792.0,0,2470914998113792.0,2470914998113792.0,1,22065547.42638925,21159313.65647963,906233.7699096203,1000,625,500,3.673732773896577e+18,3.6786888965159286e+18,3600,3.67621e+18,85572,0,0,0,0,85.730289,0,85.572105,85.57273982658715,28,85.57236260341065,0,28,1000.0,0.11544261678382384,0,0,1000.0,856338384375.68,857195151089.8649,VolatilityScale,85.730289,85.68744261678383,85.64460425094062,85.7302916935574,2470914998113792.0,21159313656.479633,0.0,0.0,9999978840686.344,-905873.4397735596,9999977934812.904,0.0,9997862094034.6,472.6243126303993,21158407783.03986
2470914998113792.0,0,2470914998113792.0,2470914998113792.0,1,22065547.42638925,21159313.65647963,906233.7699096203,1000,625,500,3.673732773896577e+18,3.6786888965159286e+18,3600,3.67621e+18,85572,0,0,0,0,85.730289,0,85.572105,85.57273982658715,28,85.57236260341065,0,28,1000.0,0.11544261678382384,0,0,1000.0,856338384375.68,857195151089.8649,VolatilityScale,85.730289,85.68744261678383,85.64460425094062,85.7302916935574,2470914998113792.0,21159313656.479633,0.0,0.0,9999978840686.344,-905873.4397735596,9999977934812.904,0.0,9997862094034.6,472.6243126303993,21158407783.03986
2470914998113792.0,0,2470914998113792.0,2470914998113792.0,1,22065547.42638925,21159313.65647963,906233.7699096203,1000,625,500,3.673732773896577e+18,3.6786888965159286e+18,3600,3.67621e+18,85572,0,0,0,0,85.730289,0,85.572105,85.57273982658715,28,85.57236260341065,0,28,1000.0,0.11544261678382384,0,0,1000.0,856338384375.68,857195151089.8649,VolatilityScale,85.730289,85.68744261678383,85.64460425094062,85.7302916935574,2470914998113792.0,21159313656.479633,0.0,0.0,9999978840686.344,-905873.4397735596,9999977934812.904,0.0,9997862094034.6,472.6243126303993,21158407783.03986
2470914998113792.0,0,2470914998113792.0,2470914998113792.0,1,22065547.42638925,21159313.65647963,906233.7699096203,1000,625,500,3.673732773896577e+18,3.6786888965159286e+18,3600,3.67621e+18,85572,0,0,0,0,85.730289,0,85.572105,85.57273982658715,28,85.57236260341065,0,28,1000.0,0.11544261678382384,0,0,1000.0,856338384375.68,857195151089.8649,VolatilityScale,85.730289,85.68744261678383,85.64460425094062,85.7302916935574,2470914998113792.0,21159313656.479633,0.0,0.0,9999978840686.344,-905873.4397735596,9999977934812.904,0.0,9997862094034.6,472.6243126303993,21158407783.03986
2470914998113792.0,0,2470914998113792.0,2470914998113792.0,1,22065547.42638925,21159313.65647963,906233.7699096203,1000,625,500,3.673732773896577e+18,3.6786888965159286e+18,3600,3.67621e+18,85572,0,0,0,0,85.730289,0,85.572105,85.57273982658715,28,85.57236260341065,0,28,1000.0,0.11544261678382384,0,0,1000.0,856338384375.68,857195151089.8649,VolatilityScale,85.730289,85.68744261678383,85.64460425094062,85.7302916935574,2470914998113792.0,21159313656.479633,0.0,0.0,9999978840686.344,-905873.4397735596,9999977934812.904,0.0,9997862094034.6,472.6243126303993,21158407783.03986
2470914998113792.0,0,2470914998113792.0,2470914998113792.0,1,22065547.42638925,21159313.65647963,906233.7699096203,1000,625,500,3.673732773896577e+18,3.6786888965159286e+18,3600,3.67621e+18,85572,0,0,0,0,85.730289,0,85.572105,85.57273982658715,28,85.57236260341065,0,28,1000.0,0.11544261678382384,0,0,1000.0,856338384375.68,857195151089.8649,VolatilityScale,85.730289,85.68744261678383,85.64460425094062,85.7302916935574,2470914998113792.0,21159313656.479633,0.0,0.0,9999978840686.344,-905873.4397735596,9999977934812.904,0.0,9997862094034.6,472.6243126303993,21158407783.03986
2470914998113792.0,0,2470914998113792.0,2470914998113792.0,1,22065547.42638925,21159313.65647963,906233.7699096203,1000,625,500,3.673732773896577e+18,3.6786888965159286e+18,3600,3.67621e+18,85572,0,0,0,0,85.730289,0,85.572105,85.57273982658715,28,85.57236260341065,0,28,1000.0,0.11544261678382384,0,0,1000.0,856338384375.68,857195151089.8649,VolatilityScale,85.730289,85.68744261678383,85.64460425094062,85.7302916935574,2470914998113792.0,21159313656.479633,0.0,0.0,9999978840686.344,-905873.4397735596,9999977934812.904,0.0,9997862094034.6,472.6243126303993,21158407783.03986
2470914998113792.0,0,2470914998113792.0,2470914998113792.0,1,22065547.42638925,21159313.65647963,906233.7699096203,1000,625,500,3.673732773896577e+18,3.6786888965159286e+18,3600,3.67621e+18,85572,0,0,0,0,85.730289,0,85.572105,85.57273982658715,28,85.57236260341065,0,28,1000.0,0.11544261678382384,0,0,1000.0,856338384375.68,857195151089.8649,VolatilityScale,85.730289,85.68744261678383,85.64460425094062,85.7302916935574,2470914998113792.0,21159313656.479633,0.0,0.0,9999978840686.344,-905873.4397735596,9999977934812.904,0.0,9997862094034.6,472.6243126303993,21158407783.03986
2470914998113792.0,0,2470914998113792.0,2470914998113792.0,1,22065547.42638925,21159313.65647963,906233.7699096203,1000,625,500,3.673732773896577e+18,3.6786888965159286e+18,3600,3.67621e+18,85572,0,0,0,0,85.730289,0,85.572105,85.57273982658715,28,85.57236260341065,0,28,1000.0,0.11544261678382384,0,0,1000.0,856338384375.68,857195151089.8649,VolatilityScale,85.730289,85.68744261678383,85.64460425094062,85.7302916935574,2470914998113792.0,21159313656.479633,0.0,0.0,9999978840686.344,-905873.4397735596,9999977934812.904,0.0,9997862094034.6,472.6243126303993,21158407783.03986
2470914998113792.0,0,2470914998113792.0,2470914998113792.0,1,22065547.42638925,21159313.65647963,906233.7699096203,1000,625,500,3.673732773896577e+18,3.6786888965159286e+18,3600,3.67621e+18,85572,0,0,0,0,85.730289,0,85.572105,85.57273982658715,28,85.57236260341065,0,28,1000.0,0.11544261678382384,0,0,1000.0,856338384375.68,857195151089.8649,VolatilityScale,85.686053,85.68744261678383,85.64460425094062,85.7302916935574,2470914998113792.0,21159313656.479633,0.0,0.0,9999978840686.344,-905873.4397735596,9999977934812.904,0.0,9997862094034.6,472.6243126303993,21158407783.03986
2470914998113792.0,0,2470914998113792.0,2470914998113792.0,1,22065547.42638925,21159313.65647963,906233.7699096203,1000,625,500,3.673732773896577e+18,3.6786888965159286e+18,3600,3.67621e+18,85572,0,0,0,0,85.730289,0,85.572105,85.57273982658715,28,85.57236260341065,0,28,1000.0,0.11544261678382384,0,0,1000.0,856338384375.68,857195151089.8649,VolatilityScale,85.686053,85.68744261678383,85.64460425094062,85.7302916935574,2470914998113792.0,21159313656.479633,0.0,0.0,9999978840686.344,-905873.4397735596,9999977934812.904,0.0,9997862094034.6,472.6243126303993,21158407783.03986
