net_base_asset_amount,total_base_asset_amount,open_interest,total_fees,margin_ratio_initial,margin_ratio_maintenance,margin_ratio_partial,base_asset_reserve,quote_asset_reserve,funding_period,sqrt_k,peg_multiplier,last_funding_rate,last_funding_rate_ts,last_oracle_price_twap,last_oracle_price_twap_ts,last_mark_price_twap,last_mark_price_twap_ts,cumulative_funding_rate_long,cumulative_funding_rate_short,base_spread,user0.base_asset_amount,user0.quote_asset_amount,user0.last_cumulative_funding_rate,user0.market_index,user0.collateral,user0.position0.upnl,user0.total_collateral,user0.position0.ufunding,user0.free_collateral,user0.margin_ratio,user0.total_position_value,oracle_price,mark_price
-1713200925410.8535,3915417426277.7363,1,53530.53540640845,1000,625,500,12239810448124.46,8170061164249.751,3600,10000000000000,10539,0.36303503793947794,45,10.509615017836996,45,10.51048630192805,45,-6.7691968569387,-6.7691968569387,0,-2537028267559.504,2251405.5719081177,-7.132231894878179,0,999356963.6371845,-1.0000000004656613,999356962.6371845,9.210301533669932e-06,999131821.9799937,443.88116082925296,2251406.571908118,7.034771900671718,7.034771900672867
-1713200925410.8535,3915417426277.7363,1,59640.550271945016,1000,625,500,11428814406028.326,8749813974339.566,3600,10000000000000,10539,0.24321304213185493,46,10.508259074949132,46,10.508842786250248,46,-6.525983814806845,-6.525983814806845,0,-1726032225463.3691,2971098.383895221,-6.7691968569387,0,998020159.3237783,1330693.2985407598,999350852.622319,4.197935483725623e-06,999186812.1137835,609.209799179803,1640405.0853544613,8.068578786872312,8.0685787868709
-1825540135541.6426,4027756636408.5254,1,60538.145156043305,1000,625,500,11541153616159.115,8664645088857.235,3600,10000000000000,10539,0.26116450201489155,47,10.506817057711721,47,10.507443852516557,47,-6.264819312791953,-6.264819312791953,0,-1838371435594.1582,3060857.87230505,-6.525983814806845,0,998019261.7288941,1330693.29854076,999349955.0274348,4.801173604953501e-06,999176938.5700583,577.6039864538238,1730164.57376429,7.912267493224883,7.9122674932262544
-1825540135541.6426,4027756636408.5254,1,60538.145156043305,1000,625,500,11541153616159.115,8664645088857.235,3600,10000000000000,10539,0.2610194307783864,48,10.50537584148373,48,10.506002288117598,48,-6.003799882013567,-6.003799882013567,0,-1838371435594.1582,3060857.87230505,-6.264819312791953,0,998019261.7288941,1330693.29854076,999349955.0274348,4.798506656780323e-06,999176938.5700583,577.6039864538238,1730164.57376429,7.912267493224883,7.9122674932262544
-1825540135541.6426,4027756636408.5254,1,60538.145156043305,1000,625,500,11541153616159.115,8664645088857.235,3600,10000000000000,10539,0.2608744401263093,49,10.503935425820217,49,10.50456152447652,49,-5.742925441887258,-5.742925441887258,0,-1838371435594.1582,3060857.87230505,-6.003799882013567,0,998019261.7288941,1330693.29854076,999349955.0274348,4.795841190048249e-06,999176938.5700583,577.6039864538238,1730164.57376429,7.912267493224883,7.9122674932262544
-1825540135541.6426,4027756636408.5254,1,60538.145156043305,1000,625,500,11541153616159.115,8664645088857.235,3600,10000000000000,10539,0.260729530012771,50,10.502495810276482,50,10.503121561148513,50,-5.482195911874487,-5.482195911874487,0,-1838371435594.1582,3060857.87230505,-5.742925441887258,0,998019261.7288941,1330693.29854076,999349955.0274348,4.79317720391368e-06,999176938.5700583,577.6039864538238,1730164.57376429,7.912267493224883,7.9122674932262544
-1825540135541.6426,4027756636408.5254,1,60538.145156043305,1000,625,500,11541153616159.115,8664645088857.235,3600,10000000000000,10539,0.26058470039336257,51,10.501056994408081,51,10.501682397689025,51,-5.221611211481124,-5.221611211481124,0,-1838371435594.1582,3060857.87230505,-5.482195911874487,0,998019261.7288941,1330693.29854076,999349955.0274348,4.790514697560195e-06,999176938.5700583,577.6039864538238,1730164.57376429,7.912267493224883,7.9122674932262544
-1825540135541.6426,4027756636408.5254,1,60538.145156043305,1000,625,500,11541153616159.115,8664645088857.235,3600,10000000000000,10539,0.2604399512221948,52,10.499618977770812,52,10.500244033653745,52,-4.961171260258929,-4.961171260258929,0,-1838371435594.1582,3060857.87230505,-5.221611211481124,0,998019261.7288941,1330693.29854076,999349955.0274348,4.787853670144193e-06,999176938.5700583,577.6039864538238,1730164.57376429,7.912267493224883,7.9122674932262544
-1825540135541.6426,4027756636408.5254,1,60538.145156043305,1000,625,500,11541153616159.115,8664645088857.235,3600,10000000000000,10539,0.26029528245855954,53,10.498181759920714,53,10.498806468598614,53,-4.7008759778003695,-4.7008759778003695,0,-1838371435594.1582,3060857.87230505,-4.961171260258929,0,998019261.7288941,1330693.29854076,999349955.0274348,4.7851941209172945e-06,999176938.5700583,577.6039864538238,1730164.57376429,7.912267493224883,7.9122674932262544
-1825540135541.6426,4027756636408.5254,1,60538.145156043305,1000,625,500,11541153616159.115,8664645088857.235,3600,10000000000000,10539,0.26015069405508723,54,10.49674534041408,54,10.497369702079812,54,-4.440725283745282,-4.440725283745282,0,-1838371435594.1582,3060857.87230505,-4.7008759778003695,0,998019261.7288941,1330693.29854076,999349955.0274348,4.782536049008679e-06,999176938.5700583,577.6039864538238,1730164.57376429,7.912267493224883,7.9122674932262544
-2901380470514.006,5103596971380.889,1,68324.64197758152,1000,625,500,12616993951131.479,7925818177239.6045,3600,10000000000000,10539,0.40948038239433754,55,10.494592142987441,55,10.495574895905188,55,-4.031244901350944,-4.031244901350944,0,-2914211770566.5215,3839507.554458871,-4.440725283745282,0,998011475.2320726,1330693.2985407598,999342168.5306133,1.1933125501896594e-05,999091287.1050215,398.33246569499414,2508814.255918111,6.620451598332108,6.620451598333159
