net_base_asset_amount,total_base_asset_amount,open_interest,total_fees,margin_ratio_initial,margin_ratio_maintenance,margin_ratio_partial,base_asset_reserve,quote_asset_reserve,funding_period,sqrt_k,peg_multiplier,last_funding_rate,last_funding_rate_ts,last_oracle_price_twap,last_oracle_price_twap_ts,last_mark_price_twap,last_mark_price_twap_ts,cumulative_funding_rate_long,cumulative_funding_rate_short,base_spread,user0.base_asset_amount,user0.quote_asset_amount,user0.last_cumulative_funding_rate,user0.market_index,user0.collateral,user0.position0.upnl,user0.total_collateral,user0.position0.ufunding,user0.free_collateral,user0.margin_ratio,user0.total_position_value,oracle_price,mark_price
-9184810221059.08,11387026721925.963,1,117230.04946552096,1000,625,500,16623345375896.727,6015636307779.331,3600,10000000000000,10539,0.7209293194621047,102,10.369460344080599,102,10.371190574447308,102,20.223628495759836,20.223628495759836,0,-6920563195331.77,10915980.094595842,19.50269917629773,0,992899237.9566718,6394025.166453549,999293263.1231254,4.989236914705022e-05,998841067.6303113,220.987002082671,4521954.928142293,3.8138406929573154,3.8138406929577737
-9184810221059.08,11387026721925.963,1,117230.04946552096,1000,625,500,16623345375896.727,6015636307779.331,3600,10000000000000,10539,0.7205288588019165,103,10.365818838998155,103,10.36754810825928,103,20.944157354561753,20.944157354561753,0,-6920563195331.77,10915980.094595842,20.223628495759836,0,992899237.9566718,6394025.166453549,999293263.1231254,4.9864655013989455e-05,998841067.6303113,220.987002082671,4521954.928142293,3.8138406929573154,3.8138406929577737
-9184810221059.08,11387026721925.963,1,117230.04946552096,1000,625,500,16623345375896.727,6015636307779.331,3600,10000000000000,10539,0.720128620588234,104,10.362179356693114,104,10.363907665382525,104,21.664285975149987,21.664285975149987,0,-6920563195331.77,10915980.094595842,20.944157354561753,0,992899237.9566718,6394025.166453549,999293263.1231254,4.983695627547969e-05,998841067.6303113,220.987002082671,4521954.928142293,3.8138406929573154,3.8138406929577737
-9184810221059.08,11387026721925.963,1,117230.04946552096,1000,625,500,16623345375896.727,6015636307779.331,3600,10000000000000,10539,0.7197286046974524,105,10.358541896041862,105,10.360269244693136,105,22.384014579847438,22.384014579847438,0,-6920563195331.77,10915980.094595842,21.664285975149987,0,992899237.9566718,6394025.166453549,999293263.1231254,4.980927292296669e-05,998841067.6303113,220.987002082671,4521954.928142293,3.8138406929573154,3.8138406929577737
-9184810221059.08,11387026721925.963,1,117230.04946552096,1000,625,500,16623345375896.727,6015636307779.331,3600,10000000000000,10539,0.7193288110059667,106,10.354906455921416,106,10.35663284506783,106,23.103343390853404,23.103343390853404,0,-6920563195331.77,10915980.094595842,22.384014579847438,0,992899237.9566718,6394025.166453549,999293263.1231254,4.978160494789647e-05,998841067.6303113,220.987002082671,4521954.928142293,3.8138406929573154,3.8138406929577737
-9184810221059.08,11387026721925.963,1,117230.04946552096,1000,625,500,16623345375896.727,6015636307779.331,3600,10000000000000,10539,0.7189292393923926,107,10.351273035209411,107,10.352998465383953,107,23.822272630245795,23.822272630245795,0,-6920563195331.77,10915980.094595842,23.103343390853404,0,992899237.9566718,6394025.166453549,999293263.1231254,4.975395234186847e-05,998841067.6303113,220.987002082671,4521954.928142293,3.8138406929573154,3.8138406929577737
-10035718181814.312,12237934682681.195,1,120317.25067323046,1000,625,500,17474253336651.959,5722705175061.853,3600,10000000000000,10539,0.7604610884803797,108,10.347440335068221,108,10.349265441680574,108,24.582733718726175,24.582733718726175,0,-7771471156087.002,11224700.215366792,23.822272630245795,0,992896150.7554641,6394025.166453548,999290175.9219177,5.9099014144517966e-05,998807108.4170264,206.8634643820076,4830675.048913244,3.4514544729340395,3.4514544729344343
-10035718181814.312,12237934682681.195,1,120317.25067323046,1000,625,500,17474253336651.959,5722705175061.853,3600,10000000000000,10539,0.7600386687752388,109,10.343609763909155,109,10.345433856714216,109,25.342772387501412,25.342772387501412,0,-7771471156087.002,11224700.215366792,24.582733718726175,0,992896150.7554641,6394025.166453548,999290175.9219177,5.9066185918975216e-05,998807108.4170264,206.8634643820076,4830675.048913244,3.4514544729340395,3.4514544729344343
-10035718181814.312,12237934682681.195,1,120317.25067323046,1000,625,500,17474253336651.959,5722705175061.853,3600,10000000000000,10539,0.759616483714994,110,10.339781320549607,110,10.341604400110523,110,26.102388871216405,26.102388871216405,0,-7771471156087.002,11224700.215366792,25.342772387501412,0,992896150.7554641,6394025.166453548,999290175.9219177,5.903337592879299e-05,998807108.4170264,206.8634643820076,4830675.048913244,3.4514544729340395,3.4514544729344343
-10035718181814.312,12237934682681.195,1,120317.25067323046,1000,625,500,17474253336651.959,5722705175061.853,3600,10000000000000,10539,0.7591945331701192,111,10.335955003807632,111,10.33777707068724,111,26.861583404386526,26.861583404386526,0,-7771471156087.002,11224700.215366792,26.102388871216405,0,992896150.7554641,6394025.166453548,999290175.9219177,5.9000584163905275e-05,998807108.4170264,206.8634643820076,4830675.048913244,3.4514544729340395,3.4514544729344343
-10035718181814.312,12237934682681.195,1,120317.25067323046,1000,625,500,17474253336651.959,5722705175061.853,3600,10000000000000,10539,0.7587728170088681,112,10.33213081250194,112,10.333951867262762,112,27.620356221395394,27.620356221395394,0,-7771471156087.002,11224700.215366792,26.861583404386526,0,992896150.7554641,6394025.166453548,999290175.9219177,5.8967810614073e-05,998807108.4170264,206.8634643820076,4830675.048913244,3.4514544729340395,3.4514544729344343
-10035718181814.312,12237934682681.195,1,120317.25067323046,1000,625,500,17474253336651.959,5722705175061.853,3600,10000000000000,10539,0.7583513351031949,113,10.328308745451896,113,10.330128788656143,113,28.37870755649859,28.37870755649859,0,-7771471156087.002,11224700.215366792,27.620356221395394,0,992896150.7554641,6394025.166453548,999290175.9219177,5.893505526934557e-05,998807108.4170264,206.8634643820076,4830675.048913244,3.4514544729340395,3.4514544729344343
-10420938810727.78,12623155311594.662,1,121618.1438917946,1000,625,500,17859473965565.426,5599269059817.129,3600,10000000000000,10539,0.7749724347783093,114,10.324406986845005,114,10.326266920688473,114,29.1536799912769,29.1536799912769,0,-8156691785000.469,11354789.537223207,28.37870755649859,0,992894849.8622456,6394025.166453549,999288875.0286992,6.321211292358048e-05,998792798.5916222,201.43848817267255,4960764.370769658,3.3041676779049434,3.304167677905314
-10420938810727.78,12623155311594.662,1,121618.1438917946,1000,625,500,17859473965565.426,5599269059817.129,3600,10000000000000,10539,0.7745419543344253,115,10.320507395580725,115,10.322366296271127,115,29.928221945611323,29.928221945611323,0,-8156691785000.469,11354789.537223207,29.1536799912769,0,992894849.8622456,6394025.166453549,999288875.0286992,6.317699996057805e-05,998792798.5916222,201.43848817267255,4960764.370769658,3.3041676779049434,3.304167677905314
-10420938810727.78,12623155311594.662,1,121618.1438917946,1000,625,500,17859473965565.426,5599269059817.129,3600,10000000000000,10539,0.7741117130133368,116,10.31660997045514,116,10.318467838566372,116,30.70233365862466,30.70233365862466,0,-8156691785000.469,11354789.537223207,29.928221945611323,0,992894849.8622456,6394025.166453549,999288875.0286992,6.314190650208524e-05,998792798.5916222,201.43848817267255,4960764.370769658,3.3041676779049434,3.304167677905314
-10420938810727.78,12623155311594.662,1,121618.1438917946,1000,625,500,17859473965565.426,5599269059817.129,3600,10000000000000,10539,0.773681710681077,117,10.312714710265011,117,10.314571546370646,117,31.47601536930574,31.47601536930574,0,-8156691785000.469,11354789.537223207,30.70233365862466,0,992894849.8622456,6394025.166453549,999288875.0286992,6.31068325371746e-05,998792798.5916222,201.43848817267255,4960764.370769658,3.3041676779049434,3.304167677905314
-10420938810727.78,12623155311594.662,1,121618.1438917946,1000,625,500,17859473965565.426,5599269059817.129,3600,10000000000000,10539,0.7732519472066398,118,10.30882161380776,118,10.310677418481056,118,32.24926731651238,32.24926731651238,0,-8156691785000.469,11354789.537223207,31.47601536930574,0,992894849.8622456,6394025.166453549,999288875.0286992,6.307177805516035e-05,998792798.5916222,201.43848817267255,4960764.370769658,3.3041676779049434,3.304167677905314
-10420938810727.78,12623155311594.662,1,121618.1438917946,1000,625,500,17859473965565.426,5599269059817.129,3600,10000000000000,10539,0.7728224224560579,119,10.30493067988148,119,10.306785453695374,119,33.02208973896844,33.02208973896844,0,-8156691785000.469,11354789.537223207,32.24926731651238,0,992894849.8622456,6394025.166453549,999288875.0286992,6.303674304511499e-05,998792798.5916222,201.43848817267255,4960764.370769658,3.3041676779049434,3.304167677905314
-10991887855070.912,13194104355937.795,1,123446.21375345241,1000,625,500,18430423009908.56,5425811439392.25,3600,10000000000000,10539,0.7957137599978736,120,10.300929952739764,120,10.30283966576376,120,33.81780349896631,33.81780349896631,0,-8727640829343.602,11537596.523388987,33.02208973896844,0,992893021.7923839,6394025.166453549,999287046.9588375,6.944703900227957e-05,998772689.823144,194.2788342211737,5143571.356935439,3.1026215040754197,3.1026215040757568
-10991887855070.912,13194104355937.795,1,123446.21375345241,1000,625,500,18430423009908.56,5425811439392.25,3600,10000000000000,10539,0.7952717581953076,121,10.296931447915542,121,10.29884010013521,121,34.61307525716162,34.61307525716162,0,-8727640829343.602,11537596.523388987,33.81780349896631,0,992893021.7923839,6394025.166453549,999287046.9588375,6.940846267249218e-05,998772689.823144,194.2788342211737,5143571.356935439,3.1026215040754197,3.1026215040757568
-10991887855070.912,13194104355937.795,1,123446.21375345241,1000,625,500,18430423009908.56,5425811439392.25,3600,10000000000000,10539,0.7948300019163431,122,10.29293516417436,122,10.294842756178959,122,35.407905259077964,35.407905259077964,0,-8727640829343.602,11537596.523388987,34.61307525716162,0,992893021.7923839,6394025.166453549,999287046.9588375,6.93699077711235e-05,998772689.823144,194.2788342211737,5143571.356935439,3.1026215040754197,3.1026215040757568
-10991887855070.912,13194104355937.795,1,123446.21375345241,1000,625,500,18430423009908.56,5425811439392.25,3600,10000000000000,10539,0.7943884910218321,123,10.28894110028246,123,10.290847632660912,123,36.2022937500998,36.2022937500998,0,-8727640829343.602,11537596.523388987,35.407905259077964,0,992893021.7923839,6394025.166453549,999287046.9588375,6.933137428602816e-05,998772689.823144,194.2788342211737,5143571.356935439,3.1026215040754197,3.1026215040757568
-10991887855070.912,13194104355937.795,1,123446.21375345241,1000,625,500,18430423009908.56,5425811439392.25,3600,10000000000000,10539,0.7939472253785477,124,10.284949255006758,124,10.286854728347667,124,36.996240975478344,36.996240975478344,0,-8727640829343.602,11537596.523388987,36.2022937500998,0,992893021.7923839,6394025.166453549,999287046.9588375,6.929286220557858e-05,998772689.823144,194.2788342211737,5143571.356935439,3.1026215040754197,3.1026215040757568
-10991887855070.912,13194104355937.795,1,123446.21375345241,1000,625,500,18430423009908.56,5425811439392.25,3600,10000000000000,10539,0.7935062048480823,125,10.280959627114864,125,10.2828640420065,125,37.78974718032643,37.78974718032643,0,-8727640829343.602,11537596.523388987,36.996240975478344,0,992893021.7923839,6394025.166453549,999287046.9588375,6.925437151769642e-05,998772689.823144,194.2788342211737,5143571.356935439,3.1026215040754197,3.1026215040757568
-10991887855070.912,13194104355937.795,1,123446.21375345241,1000,625,500,18430423009908.56,5425811439392.25,3600,10000000000000,10539,0.7930654292942485,126,10.276972215375071,126,10.278875572405378,126,38.582812609620674,38.582812609620674,0,-8727640829343.602,11537596.523388987,37.78974718032643,0,992893021.7923839,6394025.166453549,999287046.9588375,6.921590221049363e-05,998772689.823144,194.2788342211737,5143571.356935439,3.1026215040754197,3.1026215040757568
-10991887855070.912,13194104355937.795,1,123446.21375345241,1000,625,500,18430423009908.56,5425811439392.25,3600,10000000000000,10539,0.792624898581599,127,10.27298701855635,127,10.274889318312946,127,39.375437508202275,39.375437508202275,0,-8727640829343.602,11537596.523388987,38.582812609620674,0,992893021.7923839,6394025.166453549,999287046.9588375,6.917745427215106e-05,998772689.823144,194.2788342211737,5143571.356935439,3.1026215040754197,3.1026215040757568
-10991887855070.912,13194104355937.795,1,130783.83979524145,1000,625,500,16334405930517.064,6122046949572.442,3600,10000000000000,10539,0.6941402500097263,128,10.269474713749744,128,10.271140650349768,128,40.069577758212,40.069577758212,0,-6631623749952.107,14308448.330998264,39.375437508202275,0,989381069.7545539,9898639.578241732,999279709.3327956,4.60327696776218e-05,998838728.45752,226.6038654642686,4409808.752756533,3.949960168493834,3.9499601684933503
-10991887855070.912,13194104355937.795,1,130783.83979524145,1000,625,500,16334405930517.064,6122046949572.442,3600,10000000000000,10539,0.6937546700980235,129,10.265964359952577,129,10.267629371160812,129,40.76333242831002,40.76333242831002,0,-6631623749952.107,14308448.330998264,40.069577758212,0,989381069.7545539,9898639.578241732,999279709.3327956,4.600719946862242e-05,998838728.45752,226.6038654642686,4409808.752756533,3.949960168493834,3.9499601684933503
-10991887855070.912,13194104355937.795,1,133678.97224934303,1000,625,500,15632930020402.78,6396753511305.203,3600,10000000000000,10539,0.6514323624255228,130,10.262657281368154,130,10.264220719037976,130,41.414764790735546,41.414764790735546,0,-5930147839837.822,15821958.776367351,40.76333242831002,0,987575150.9313205,11701663.269020975,999276814.2003415,3.863090216838171e-05,998864784.6496068,242.52552090466753,4120295.507346377,4.312396023500987,4.312396023500436
-10991887855070.912,13194104355937.795,1,133678.97224934303,1000,625,500,15632930020402.78,6396753511305.203,3600,10000000000000,10539,0.6510705058215827,131,10.259352039794438,131,10.26091460900841,131,42.065835296557125,42.065835296557125,0,-5930147839837.822,15821958.776367351,41.414764790735546,0,987575150.9313205,11701663.269020975,999276814.2003415,3.8609443536799555e-05,998864784.6496068,242.52552090466753,4120295.507346377,4.312396023500987,4.312396023500436
-10991887855070.912,13194104355937.795,1,133678.97224934303,1000,625,500,15632930020402.78,6396753511305.203,3600,10000000000000,10539,0.6507088502205605,132,10.256048634211007,132,10.257610335451536,132,42.716544146777686,42.716544146777686,0,-5930147839837.822,15821958.776367351,42.065835296557125,0,987575150.9313205,11701663.269020975,999276814.2003415,3.8587996824988094e-05,998864784.6496068,242.52552090466753,4120295.507346377,4.312396023500987,4.312396023500436
-10991887855070.912,13194104355937.795,1,133678.97224934303,1000,625,500,15632930020402.78,6396753511305.203,3600,10000000000000,10539,0.6503473955121741,133,10.252747063598006,133,10.254307897347235,133,43.36689154228986,43.36689154228986,0,-5930147839837.822,15821958.776367351,42.716544146777686,0,987575150.9313205,11701663.269020975,999276814.2003415,3.8566562026406944e-05,998864784.6496068,242.52552090466753,4120295.507346377,4.312396023500987,4.312396023500436
-10991887855070.912,13194104355937.795,1,133678.97224934303,1000,625,500,15632930020402.78,6396753511305.203,3600,10000000000000,10539,0.6499861415839211,134,10.249447326936151,134,10.251007293675952,134,44.01687768387379,44.01687768387379,0,-5930147839837.822,15821958.776367351,43.36689154228986,0,987575150.9313205,11701663.269020975,999276814.2003415,3.854513913438424e-05,998864784.6496068,242.52552090466753,4120295.507346377,4.312396023500987,4.312396023500436
-10991887855070.912,13194104355937.795,1,133678.97224934303,1000,625,500,15632930020402.78,6396753511305.203,3600,10000000000000,10539,0.6496250883247789,135,10.24614942320672,135,10.2477085234187,135,44.66650277219857,44.66650277219857,0,-5930147839837.822,15821958.776367351,44.01687768387379,0,987575150.9313205,11701663.269020975,999276814.2003415,3.852372814233664e-05,998864784.6496068,242.52552090466753,4120295.507346377,4.312396023500987,4.312396023500436
-10991887855070.912,13194104355937.795,1,136048.3717699504,1000,625,500,15102145881499.256,6621575555200.012,3600,10000000000000,10539,0.6135732004142191,136,10.2430246921612,136,10.244497267842194,136,45.28007597261279,45.28007597261279,0,-5399363700934.299,17238119.889327202,44.66650277219857,0,985919680.4667794,13354764.334041564,999274444.800821,3.3129048661826393e-05,998886109.2452924,257.3224188654855,3883355.555285638,4.620852249993914,4.620852249993303
-12053398474395.137,14255614975262.02,1,140631.3255158107,1000,625,500,16163656500823.48,6186718951550.682,3600,10000000000000,10539,0.6811531096169906,137,10.23957563201107,137,10.24121039947415,137,45.961229082229785,45.961229082229785,0,-6460874320258.523,17696415.26391323,45.28007597261279,0,985915097.5130335,13354764.334041562,999269861.8470751,4.400844634088669e-05,998835696.7540879,230.15895980301946,4341650.929871667,4.033854037114855,4.033854037115354
-12053398474395.137,14255614975262.02,1,140631.3255158107,1000,625,500,16163656500823.48,6186718951550.682,3600,10000000000000,10539,0.6807747437805508,138,10.236128487739338,138,10.237762347124411,138,46.64200382601034,46.64200382601034,0,-6460874320258.523,17696415.26391323,45.961229082229785,0,985915097.5130335,13354764.334041562,999269861.8470751,4.3984000599723516e-05,998835696.7540879,230.15895980301946,4341650.929871667,4.033854037114855,4.033854037115354
-12165998278234.629,14368214779101.512,1,141082.39443771594,1000,625,500,16276256304662.973,6143918977937.886,3600,10000000000000,10539,0.6868322623850472,139,10.232652362753651,139,10.234300760183375,139,47.328836088395384,47.328836088395384,0,-6573474124098.016,17741522.156103756,46.64200382601034,0,985914646.4441116,13354764.334041564,999269410.7781532,4.514874104383799e-05,998830734.995947,227.79224459407283,4386757.8220621925,3.97823436154228,3.9782343615427695
-12165998278234.629,14368214779101.512,1,141082.39443771594,1000,625,500,16276256304662.973,6143918977937.886,3600,10000000000000,10539,0.6864507419024335,140,10.229178168680294,140,10.23082565046086,140,48.01528683029782,48.01528683029782,0,-6573474124098.016,17741522.156103756,47.328836088395384,0,985914646.4441116,13354764.334041564,999269410.7781532,4.512366189363532e-05,998830734.995947,227.79224459407283,4386757.8220621925,3.97823436154228,3.9782343615427695
-12165998278234.629,14368214779101.512,1,141082.39443771594,1000,625,500,16276256304662.973,6143918977937.886,3600,10000000000000,10539,0.686069433345112,141,10.225705904446688,141,10.227352471086716,141,48.70135626364293,48.70135626364293,0,-6573474124098.016,17741522.156103756,48.01528683029782,0,985914646.4441116,13354764.334041564,999269410.7781532,4.5098596674286735e-05,998830734.995947,227.79224459407283,4386757.8220621925,3.97823436154228,3.9782343615427695
-12785178682691.19,14987395183558.072,1,143455.3667237512,1000,625,500,16895436709119.533,5918757929827.508,3600,10000000000000,10539,0.7188092240702678,142,10.222076566634247,142,10.223801708772015,142,49.4201654877132,49.4201654877132,0,-7192654528554.576,17978819.384707283,48.70135626364293,0,985912273.4718256,13354764.334041562,999267037.8058672,5.1701464206758304e-05,998804632.3008007,216.10189040937212,4624055.05066572,3.6919903815670825,3.69199038156752
-12785178682691.19,14987395183558.072,1,143455.3667237512,1000,625,500,16895436709119.533,5918757929827.508,3600,10000000000000,10539,0.7184099410761924,143,10.21844924484055,143,10.220173428699132,143,50.138575428789395,50.138575428789395,0,-7192654528554.576,17978819.384707283,49.4201654877132,0,985912273.4718256,13354764.334041562,999267037.8058672,5.1672745160403274e-05,998804632.3008007,216.10189040937212,4624055.05066572,3.6919903815670825,3.69199038156752
-12785178682691.19,14987395183558.072,1,150043.4195712312,1000,625,500,15281477891076.102,6543869690666.296,3600,10000000000000,10539,0.6230089787284676,144,10.215280010423445,144,10.216775231972393,144,50.76158440751786,50.76158440751786,0,-5578695710511.145,22013084.337759286,50.138575428789395,0,981212615.1811781,18047834.571841564,999260449.7530197,3.475577517242411e-05,998863924.7764279,252.00441554575062,3965249.7659177207,4.513034875390881,4.513034875390289
-12785178682691.19,14987395183558.072,1,150043.4195712312,1000,625,500,15281477891076.102,6543869690666.296,3600,10000000000000,10539,0.6226629107016398,145,10.212112536447586,145,10.21360692743327,145,51.3842473182195,51.3842473182195,0,-5578695710511.145,22013084.337759286,50.76158440751786,0,981212615.1811781,18047834.571841564,999260449.7530197,3.4736469090256345e-05,998863924.7764279,252.00441554575062,3965249.7659177207,4.513034875390881,4.513034875390289
-12785178682691.19,14987395183558.072,1,150043.4195712312,1000,625,500,15281477891076.102,6543869690666.296,3600,10000000000000,10539,0.6223170349069681,146,10.208946821935088,146,10.210440382818865,146,52.00656435312647,52.00656435312647,0,-5578695710511.145,22013084.337759286,51.3842473182195,0,981212615.1811781,18047834.571841564,999260449.7530197,3.47171737321353e-05,998863924.7764279,252.00441554575062,3965249.7659177207,4.513034875390881,4.513034875390289
-12785178682691.19,14987395183558.072,1,150043.4195712312,1000,625,500,15281477891076.102,6543869690666.296,3600,10000000000000,10539,0.6219713512386112,147,10.205782865908608,147,10.20727559715158,147,52.628535704365085,52.628535704365085,0,-5578695710511.145,22013084.337759286,52.00656435312647,0,981212615.1811781,18047834.571841564,999260449.7530197,3.469788909215674e-05,998863924.7764279,252.00441554575062,3965249.7659177207,4.513034875390881,4.513034875390289
-14832854856868.059,17035071357734.941,1,158192.67557850585,1000,625,500,17329154065252.97,5770622133281.854,3600,10000000000000,10539,0.7377439966009073,148,10.202063222900096,148,10.203833808491938,148,53.36627970096599,53.36627970096599,0,-7626371884688.014,22828009.93848675,52.628535704365085,0,981204465.9251708,18047834.571841568,999252300.4970124,5.6263100737745104e-05,998774282.9603479,209.04092922396404,4780175.366645184,3.5094954106614455,3.5094954106618506
-14899316743791.002,17101533244657.885,1,158425.03211689604,1000,625,500,17395615952175.914,5748574829136.28,3600,10000000000000,10539,0.7404312064474006,149,10.198330778356317,149,10.20010781325179,149,54.10671090741339,54.10671090741339,0,-7692833771610.957,22851245.59232577,53.36627970096599,0,981204233.5686324,18047834.571841564,999252068.140474,5.696014190513181e-05,998771727.0384256,208.02968221523236,4803411.020484204,3.482729803349226,3.4827298033496272
-14899316743791.002,17101533244657.885,1,158425.03211689604,1000,625,500,17395615952175.914,5748574829136.28,3600,10000000000000,10539,0.7400199129081741,150,10.194600407104845,150,10.196376454895825,150,54.84673082032156,54.84673082032156,0,-7692833771610.957,22851245.59232577,54.10671090741339,0,981204233.5686324,18047834.571841564,999252068.140474,5.692850177684601e-05,998771727.0384256,208.02968221523236,4803411.020484204,3.482729803349226,3.4827298033496272
-14899316743791.002,17101533244657.885,1,158425.03211689604,1000,625,500,17395615952175.914,5748574829136.28,3600,10000000000000,10539,0.7396088478328622,151,10.19087210799401,151,10.19264716922881,151,55.58633966815442,55.58633966815442,0,-7692833771610.957,22851245.59232577,54.84673082032156,0,981204233.5686324,18047834.571841564,999252068.140474,5.689687922390911e-05,998771727.0384256,208.02968221523236,4803411.020484204,3.482729803349226,3.4827298033496272
-14899316743791.002,17101533244657.885,1,158425.03211689604,1000,625,500,17395615952175.914,5748574829136.28,3600,10000000000000,10539,0.7391980110978599,152,10.187145879872778,152,10.188919955099413,152,56.325537679252285,56.325537679252285,0,-7692833771610.957,22851245.59232577,55.58633966815442,0,981204233.5686324,18047834.571841564,999252068.140474,5.686527423681285e-05,998771727.0384256,208.02968221523236,4803411.020484204,3.482729803349226,3.4827298033496272
-14899316743791.002,17101533244657.885,1,161010.9972419179,1000,625,500,16683500752862.719,5993945843940.519,3600,10000000000000,10539,0.7036516224682524,153,10.183590396765629,153,10.185279160659553,153,57.029189301720535,57.029189301720535,0,-6980718572297.762,24966554.435938828,56.325537679252285,0,978827742.2473922,20421739.927956812,999249482.175349,4.911993949391566e-05,998795000.7245508,219.86584500211745,4544814.5079820175,3.7863872927543305,3.786387292753876
-14899316743791.002,17101533244657.885,1,161010.9972419179,1000,625,500,16683500752862.719,5993945843940.519,3600,10000000000000,10539,0.7032607591961337,154,10.180036888652527,154,10.181724714474598,154,57.73245006091667,57.73245006091667,0,-6980718572297.762,24966554.435938828,57.029189301720535,0,978827742.2473922,20421739.927956812,999249482.175349,4.909265442888675e-05,998795000.7245508,219.86584500211745,4544814.5079820175,3.7863872927543305,3.786387292753876
-14899316743791.002,17101533244657.885,1,161010.9972419179,1000,625,500,16683500752862.719,5993945843940.519,3600,10000000000000,10539,0.7028701130384896,155,10.17648535443641,155,10.178172242707703,155,58.43532017395516,58.43532017395516,0,-6980718572297.762,24966554.435938828,57.73245006091667,0,978827742.2473922,20421739.927956812,999249482.175349,4.906538452000836e-05,998795000.7245508,219.86584500211745,4544814.5079820175,3.7863872927543305,3.786387292753876
-15682746476073.553,17884962976940.438,1,163844.31756654364,1000,625,500,17466930485145.27,5725104367080.689,3600,10000000000000,10539,0.74089935964509,156,10.172751352956897,156,10.174529511420046,156,59.17621953360025,59.17621953360025,0,-7764148304580.3125,25249886.468401402,58.43532017395516,0,978824908.9270675,20421739.927956812,999246648.8550243,5.752452507053074e-05,998763834.2009798,206.9627838518361,4828146.540444592,3.4543490612715217,3.4543490612719165
-15682746476073.553,17884962976940.438,1,163844.31756654364,1000,625,500,17466930485145.27,5725104367080.689,3600,10000000000000,10539,0.7404878060575845,157,10.169019425634533,157,10.17079659636907,157,59.91670733965784,59.91670733965784,0,-7764148304580.3125,25249886.468401402,59.17621953360025,0,978824908.9270675,20421739.927956812,999246648.8550243,5.749257143964408e-05,998763834.2009798,206.9627838518361,4828146.540444592,3.4543490612715217,3.4543490612719165
-15682746476073.553,17884962976940.438,1,163844.31756654364,1000,625,500,17466930485145.27,5725104367080.689,3600,10000000000000,10539,0.7400764810798025,158,10.165289571317167,158,10.167065754871759,158,60.656783820737644,60.656783820737644,0,-7764148304580.3125,25249886.468401402,59.91670733965784,0,978824908.9270675,20421739.927956812,999246648.8550243,5.7460635558355214e-05,998763834.2009798,206.9627838518361,4828146.540444592,3.4543490612715217,3.4543490612719165
-15682746476073.553,17884962976940.438,1,163844.31756654364,1000,625,500,17466930485145.27,5725104367080.689,3600,10000000000000,10539,0.7396653845836987,159,10.161561788853293,159,10.163336985776294,159,61.396449205321346,61.396449205321346,0,-7764148304580.3125,25249886.468401402,60.656783820737644,0,978824908.9270675,20421739.927956812,999246648.8550243,5.7428717416722966e-05,998763834.2009798,206.9627838518361,4828146.540444592,3.4543490612715217,3.4543490612719165
-15682746476073.553,17884962976940.438,1,163844.31756654364,1000,625,500,17466930485145.27,5725104367080.689,3600,10000000000000,10539,0.7392545164427075,160,10.157836077092037,160,10.1596102879315,160,62.13570372176405,62.13570372176405,0,-7764148304580.3125,25249886.468401402,61.396449205321346,0,978824908.9270675,20421739.927956812,999246648.8550243,5.739681700491976e-05,998763834.2009798,206.9627838518361,4828146.540444592,3.4543490612715217,3.4543490612719165
-15682746476073.553,17884962976940.438,1,163844.31756654364,1000,625,500,17466930485145.27,5725104367080.689,3600,10000000000000,10539,0.7388438765302633,161,10.15411243488317,161,10.155885660186843,161,62.87454759829431,62.87454759829431,0,-7764148304580.3125,25249886.468401402,62.13570372176405,0,978824908.9270675,20421739.927956812,999246648.8550243,5.736493431311972e-05,998763834.2009798,206.9627838518361,4828146.540444592,3.4543490612715217,3.4543490612719165
-15682746476073.553,17884962976940.438,1,163844.31756654364,1000,625,500,17466930485145.27,5725104367080.689,3600,10000000000000,10539,0.7384334647183207,162,10.150390861077105,162,10.152163101392429,162,63.61298106301263,63.61298106301263,0,-7764148304580.3125,25249886.468401402,62.87454759829431,0,978824908.9270675,20421739.927956812,999246648.8550243,5.7333069331381065e-05,998763834.2009798,206.9627838518361,4828146.540444592,3.4543490612715217,3.4543490612719165
-15682746476073.553,17884962976940.438,1,163844.31756654364,1000,625,500,17466930485145.27,5725104367080.689,3600,10000000000000,10539,0.7380232808832746,163,10.14667135452488,163,10.148442610399,163,64.35100434389591,64.35100434389591,0,-7764148304580.3125,25249886.468401402,63.61298106301263,0,978824908.9270675,20421739.927956812,999246648.8550243,5.730122205010686e-05,998763834.2009798,206.9627838518361,4828146.540444592,3.4543490612715217,3.4543490612719165
-15682746476073.553,17884962976940.438,1,166095.5292127171,1000,625,500,16838667831891.646,5938712076177.707,3600,10000000000000,10539,0.7072308878523318,164,10.14309977003658,164,10.144797124167425,164,65.05823523174824,65.05823523174824,0,-7135885651326.689,27293067.51604216,64.35100434389591,0,976554355.5031632,22690042.140214916,999244397.6433781,5.0467187448004984e-05,998784095.1057954,217.08426872702094,4603025.3758272445,3.7169262554312876,3.7169262554308458
