net_base_asset_amount,total_base_asset_amount,open_interest,total_fees,margin_ratio_initial,margin_ratio_maintenance,margin_ratio_partial,base_asset_reserve,quote_asset_reserve,funding_period,sqrt_k,peg_multiplier,last_funding_rate,last_funding_rate_ts,last_oracle_price_twap,last_oracle_price_twap_ts,last_mark_price_twap,last_mark_price_twap_ts,cumulative_funding_rate_long,cumulative_funding_rate_short,base_spread,user0.base_asset_amount,user0.quote_asset_amount,user0.last_cumulative_funding_rate,user0.market_index,user0.collateral,user0.position0.upnl,user0.total_collateral,user0.position0.ufunding,user0.free_collateral,user0.margin_ratio,user0.total_position_value,oracle_price,mark_price,bid_price,ask_price
-7459081169995.613,7501292052280.957,2,53840.25960736148,1000,625,500,16183027053058.967,6179313652021.467,3600,10000000000000.0,10539,3.434506757200584,94,10.398580232809332,94,10.406823049026613,94,115.26501449099575,115.26501449099575,100000.0,-6608251156486.496,3978761.446651995,111.83050773379517,0,999991222.9302496,-515907.02778182086,999475315.9024677,0.00022696083250231422,999025849.0550244,222.3690849698029,4494668.474433816,3.809109081574114,4.024203034768105,3.825508009926429,4.2279283134032415
-7494771497279.529,7536982379564.873,2,53976.500284409994,1000,625,500,16216953346655.918,6166386365082.619,3600,10000000000000.0,10539,3.4804355708602706,95,10.394919923949937,95,10.403272969320001,95,118.74545006185602,118.74545006185602,100000.0,-6643941483770.412,3992385.514356847,115.26501449099575,0,999991086.6895726,-517935.31317929644,999473151.3763933,0.00023123810270828677,999022119.2936397,221.5969084226712,4510320.827536143,3.809109081574114,4.007383169478423,3.8095186254854267,4.2102569424332685
-7495665626002.471,7537876508287.814,2,53979.90630133621,1000,625,500,16217803326630.854,6166063182909.147,3600,10000000000000.0,10539,3.524344052792857,96,10.391261648313034,96,10.399720074039736,96,122.26979411464887,122.26979411464887,100000.0,-6644835612493.354,3992726.1160494685,118.74545006185602,0,999991083.2835556,-517986.08498452697,999473097.1985711,0.0002341868687267712,999022025.9784677,221.57766947965794,4510712.2010339955,3.809109081574114,4.006963124159402,3.8091193199040316,4.209815632319971
-7495687980392.146,7537898862677.49,2,53979.991451759364,1000,625,500,16217824577271.824,6166055103354.811,3600,10000000000000.0,10539,3.568178326284569,97,10.387605404769209,97,10.396169032752292,97,125.83797244093344,125.83797244093344,100000.0,-6644857966883.029,3992734.631091784,122.26979411464887,0,999991083.1984051,-517987.3543201634,999473095.844085,0.0002371003817867136,999022023.6455438,221.57718854685893,4510721.985411948,3.809109081574114,4.006952623308496,3.80910933753264,4.209804599863489
-7495688539252.621,7537899421537.965,2,53979.99358051994,1000,625,500,16217825108538.562,6166054901365.952,3600,10000000000000.0,10539,3.6119870053615464,98,10.38395119218968,98,10.392619961002548,98,129.449959446295,129.449959446295,100000.0,-6644858525743.504,3992734.843967842,125.83797244093344,0,999991083.1962764,-517987.38605357986,999473095.8102229,0.00024001142647451482,999022023.5872207,221.57717652356445,4510722.230021422,3.809109081574114,4.0069523607874,3.809109087973523,4.2098043240522625
-7495688553224.135,7537899435509.479,2,53979.99363373896,1000,625,500,16217825121820.23,6166054896316.23,3600,10000000000000.0,10539,3.655771318529233,99,10.38029900944629,99,10.38907286061076,99,133.10573076482422,133.10573076482422,100000.0,-6644858539715.018,3992734.8492897437,129.449959446295,0,999991083.1962233,-517987.3868469172,999473095.8093764,0.0002429208326517411,999022023.5857627,221.57717622298202,4510722.236136661,3.809109081574114,4.0069523542243735,3.8091090817345443,4.209804317156983
-7495688553224.135,7537899435509.479,2,53979.99363373896,1000,625,500,16217825121820.23,6166054896316.23,3600,10000000000000.0,10539,3.6576264498111577,100,10.376749427075236,100,10.385527730554783,100,136.76335721463536,136.76335721463536,100000.0,-6644858539715.018,3992734.8492897437,133.10573076482422,0,999991083.1962233,-517987.3868469172,999473095.8093764,0.0002430441035011512,999022023.5857627,221.57717622298202,4510722.236136661,3.99016322269374,4.0069523542243735,3.8091090817345443,4.209804317156983
-7495688553224.135,7537899435509.479,2,53979.99363373896,1000,625,500,16217825121820.23,6166054896316.23,3600,10000000000000.0,10539,3.7002902822032744,101,10.373103873064672,101,10.38198456974196,101,140.46364749683863,140.46364749683863,100000.0,-6644858539715.018,3992734.8492897437,136.76335721463536,0,999991083.1962233,-517987.3868469172,999473095.8093764,0.00024587905481122886,999022023.5857627,221.57717622298202,4510722.236136661,3.813840692957315,4.0069523542243735,3.8091090817345443,4.209804317156983
-7495688553224.135,7537899435509.479,2,53979.99363373896,1000,625,500,16217825121820.23,6166054896316.23,3600,10000000000000.0,10539,3.7429304157576837,102,10.369460344080599,102,10.378443377078417,102,144.20657791259632,144.20657791259632,100000.0,-6644858539715.018,3992734.8492897437,140.46364749683863,0,999991083.1962233,-517987.3868469172,999473095.8093764,0.0002487124313670653,999022023.5857627,221.57717622298202,4510722.236136661,3.813840692957315,4.0069523542243735,3.8091090817345443,4.209804317156983
-7495688553224.135,7537899435509.479,2,53979.99363373896,1000,625,500,16217825121820.23,6166054896316.23,3600,10000000000000.0,10539,3.785546863640891,103,10.365818838998155,103,10.374904151470894,103,147.9921247762372,147.9921247762372,100000.0,-6644858539715.018,3992734.8492897437,144.20657791259632,0,999991083.1962233,-517987.3868469172,999473095.8093764,0.00025154423404355556,999022023.5857627,221.57717622298202,4510722.236136661,3.813840692957315,4.0069523542243735,3.8091090817345443,4.209804317156983
-7495688553224.135,7537899435509.479,2,53979.99363373896,1000,625,500,16217825121820.23,6166054896316.23,3600,10000000000000.0,10539,3.8281396390068188,104,10.362179356693114,104,10.37136689182673,104,151.82026441524403,151.82026441524403,100000.0,-6644858539715.018,3992734.8492897437,147.9921247762372,0,999991083.1962233,-517987.3868469172,999473095.8093764,0.0002543744637147604,999022023.5857627,221.57717622298202,4510722.236136661,3.813840692957315,4.0069523542243735,3.8091090817345443,4.209804317156983
-7495688553224.135,7537899435509.479,2,53979.99363373896,1000,625,500,16217825121820.23,6166054896316.23,3600,10000000000000.0,10539,3.870708755006428,105,10.358541896041862,105,10.367831597053877,105,155.69097317025046,155.69097317025046,100000.0,-6644858539715.018,3992734.8492897437,151.82026441524403,0,999991083.1962233,-517987.3868469172,999473095.8093764,0.0002572031212545418,999022023.5857627,221.57717622298202,4510722.236136661,3.813840692957315,4.0069523542243735,3.8091090817345443,4.209804317156983
-7495688553224.135,7537899435509.479,2,53979.99363373896,1000,625,500,16217825121820.23,6166054896316.23,3600,10000000000000.0,10539,3.9132542247803195,106,10.354906455921416,106,10.364298266060889,106,159.6042273950308,159.6042273950308,100000.0,-6644858539715.018,3992734.8492897437,155.69097317025046,0,999991083.1962233,-517987.3868469172,999473095.8093764,0.00026003020753607455,999022023.5857627,221.57717622298202,4510722.236136661,3.813840692957315,4.0069523542243735,3.8091090817345443,4.209804317156983
-7495688553224.135,7537899435509.479,2,53979.99363373896,1000,625,500,16217825121820.23,6166054896316.23,3600,10000000000000.0,10539,3.955776061466872,107,10.351273035209411,107,10.360766897756932,107,163.56000345649767,163.56000345649767,100000.0,-6644858539715.018,3992734.8492897437,159.6042273950308,0,999991083.1962233,-517987.3868469172,999473095.8093764,0.00026285572343238425,999022023.5857627,221.57717622298202,4510722.236136661,3.813840692957315,4.0069523542243735,3.8091090817345443,4.209804317156983
-8336275098265.6,8378485980550.943,2,57027.85503223192,1000,625,500,17015899434035.758,5876856547469.759,3600,10000000000000.0,10539,4.039665543013419,108,10.347440335068221,108,10.357135532371453,108,167.5996689995111,167.5996689995111,100000.0,-7485445084756.482,4297520.98913904,163.56000345649767,0,999988035.3348248,-567095.4913987713,999420939.843426,0.00030238694583009987,998934478.1953722,205.44701598612647,4864616.480537811,3.4514544729340395,3.639901105074528,3.460180988011473,3.824171098518926
-8358323887188.576,8400534769473.92,2,57104.05156719425,1000,625,500,17036858902010.662,5869626588748.597,3600,10000000000000.0,10539,4.080001515625042,109,10.343609763909155,109,10.353401767546655,109,171.67967051513614,171.67967051513614,100000.0,-7507493873679.459,4305140.642635273,167.5996689995111,0,999987959.1382898,-568359.5805126028,999419599.5577772,0.0003063058638315791,998932249.5354624,205.07223839054947,4873500.223147876,3.4514544729340395,3.6309506919447956,3.4516725015300214,3.8147675707245003
-8358875785880.883,8401086668166.227,2,57105.95648056831,1000,625,500,17037383550290.766,5869445839780.567,3600,10000000000000.0,10539,4.119253560941338,110,10.339781320549607,110,10.349667529095866,110,175.79892407607747,175.79892407607747,100000.0,-7508045772371.766,4305331.133972679,171.67967051513614,0,999987957.2333764,-568391.2066239789,999419566.0267524,0.000309275442835529,998932193.7926927,205.06288544628086,4873722.340596658,3.4514544729340395,3.630727072784113,3.4514599235653978,3.8145326308438103
